Edad;Sexo;Periodo;Total
81;Hombres;1982;43061
81;Hombres;1981;34583
81;Hombres;1980;34578
81;Hombres;1979;33057
81;Hombres;1978;34979
81;Hombres;1977;32876
81;Hombres;1976;30033
81;Hombres;1975;29157
81;Hombres;1974;30369
81;Hombres;1973;26022
81;Hombres;1972;29898
81;Hombres;1971;27093
81;Mujeres;2023;151557
81;Mujeres;2022;187269
81;Mujeres;2021;126282
81;Mujeres;2020;144972
81;Mujeres;2019;163792
81;Mujeres;2018;181846
81;Mujeres;2017;176934
81;Mujeres;2016;176630
81;Mujeres;2015;182321
81;Mujeres;2014;181299
81;Mujeres;2013;172352
81;Mujeres;2012;176237
81;Mujeres;2011;166361
81;Mujeres;2010;165875
81;Mujeres;2009;155726
81;Mujeres;2008;156746
81;Mujeres;2007;150371
81;Mujeres;2006;148032
81;Mujeres;2005;142976
81;Mujeres;2004;144123
81;Mujeres;2003;131195
81;Mujeres;2002;128055
81;Mujeres;2001;111532
81;Mujeres;2000;113637
81;Mujeres;1999;109144
81;Mujeres;1998;107199
81;Mujeres;1997;108543
81;Mujeres;1996;109328
81;Mujeres;1995;106884
81;Mujeres;1994;107372
81;Mujeres;1993;102252
81;Mujeres;1992;104483
81;Mujeres;1991;97260
81;Mujeres;1990;95257
81;Mujeres;1989;91384
81;Mujeres;1988;89201
81;Mujeres;1987;89053
81;Mujeres;1986;84022
81;Mujeres;1985;81863
81;Mujeres;1984;79776
81;Mujeres;1983;72727
81;Mujeres;1982;81944
81;Mujeres;1981;59492
81;Mujeres;1980;61594
81;Mujeres;1979;57367
81;Mujeres;1978;60833
81;Mujeres;1977;57506
81;Mujeres;1976;53346
81;Mujeres;1975;51301
81;Mujeres;1974;52865
81;Mujeres;1973;43944
81;Mujeres;1972;54930
81;Mujeres;1971;43949
82;Total;2023;308072
82;Total;2022;204530
82;Total;2021;234217
82;Total;2020;266691
82;Total;2019;292631
82;Total;2018;286434
82;Total;2017;285722
82;Total;2016;293011
82;Total;2015;291740
82;Total;2014;277099
82;Total;2013;278996
82;Total;2012;263832
82;Total;2011;260972
82;Total;2010;244068
82;Total;2009;244230
82;Total;2008;232471
82;Total;2007;228434
82;Total;2006;220495
82;Total;2005;219078
82;Total;2004;202400
82;Total;2003;190945
82;Total;2002;164990
82;Total;2001;165099
82;Total;2000;158697
82;Total;1999;156413
82;Total;1998;158722
82;Total;1997;159286
82;Total;1996;156351
82;Total;1995;156786
82;Total;1994;149950
82;Total;1993;151545
82;Total;1992;142306
82;Total;1991;139260
82;Total;1990;133546
82;Total;1989;128932
82;Total;1988;128663
82;Total;1987;119890
82;Total;1986;118750
82;Total;1985;115377
82;Total;1984;105942
82;Total;1983;114180
82;Total;1982;85477
82;Total;1981;87205
82;Total;1980;82029
82;Total;1979;86350
82;Total;1978;81192
82;Total;1977;75030
82;Total;1976;72125
82;Total;1975;74542
82;Total;1974;62115
82;Total;1973;76196
82;Total;1972;62972
82;Total;1971;71645
82;Hombres;2023;126772
82;Hombres;2022;82817
82;Hombres;2021;95244
82;Hombres;2020;108467
82;Hombres;2019;117414
82;Hombres;2018;116020
82;Hombres;2017;115358
82;Hombres;2016;117849
82;Hombres;2015;117203
82;Hombres;2014;111290
82;Hombres;2013;109921
82;Hombres;2012;103938
82;Hombres;2011;101712
82;Hombres;2010;94906
82;Hombres;2009;94148
82;Hombres;2008;88539
82;Hombres;2007;86747
82;Hombres;2006;84275
82;Hombres;2005;81545
82;Hombres;2004;77582
82;Hombres;2003;69122
82;Hombres;2002;59371
82;Hombres;2001;57831
82;Hombres;2000;55952
82;Hombres;1999;55387
82;Hombres;1998;56347
82;Hombres;1997;56253
82;Hombres;1996;55687
82;Hombres;1995;55690
82;Hombres;1994;53875
82;Hombres;1993;53454
82;Hombres;1992;51571
82;Hombres;1991;50791
82;Hombres;1990;48573
82;Hombres;1989;46017
82;Hombres;1988;46033
82;Hombres;1987;41995
82;Hombres;1986;43144
82;Hombres;1985;41474
82;Hombres;1984;38740
82;Hombres;1983;38519
82;Hombres;1982;30763
82;Hombres;1981;30625
82;Hombres;1980;29433
82;Hombres;1979;30983
82;Hombres;1978;29002
82;Hombres;1977;26427
82;Hombres;1976;25524
82;Hombres;1975;26624
82;Hombres;1974;22618
82;Hombres;1973;26339
82;Hombres;1972;23516
82;Hombres;1971;25695
82;Mujeres;2023;181300
82;Mujeres;2022;121713
82;Mujeres;2021;138973
82;Mujeres;2020;158224
82;Mujeres;2019;175217
82;Mujeres;2018;170414
82;Mujeres;2017;170364
82;Mujeres;2016;175162
82;Mujeres;2015;174537
82;Mujeres;2014;165809
82;Mujeres;2013;169075
82;Mujeres;2012;159895
82;Mujeres;2011;159260
82;Mujeres;2010;149163
82;Mujeres;2009;150082
82;Mujeres;2008;143932
82;Mujeres;2007;141687
82;Mujeres;2006;136220
82;Mujeres;2005;137533
82;Mujeres;2004;124818
82;Mujeres;2003;121823
82;Mujeres;2002;105619
82;Mujeres;2001;107268
82;Mujeres;2000;102744
82;Mujeres;1999;101026
82;Mujeres;1998;102375
82;Mujeres;1997;103034
82;Mujeres;1996;100665
82;Mujeres;1995;101096
82;Mujeres;1994;96075
82;Mujeres;1993;98091
82;Mujeres;1992;90735
82;Mujeres;1991;88469
82;Mujeres;1990;84973
82;Mujeres;1989;82915
82;Mujeres;1988;82630
82;Mujeres;1987;77894
82;Mujeres;1986;75606
82;Mujeres;1985;73903
82;Mujeres;1984;67202
82;Mujeres;1983;75661
82;Mujeres;1982;54714
82;Mujeres;1981;56580
82;Mujeres;1980;52596
82;Mujeres;1979;55367
82;Mujeres;1978;52191
82;Mujeres;1977;48603
82;Mujeres;1976;46602
82;Mujeres;1975;47918
82;Mujeres;1974;39497
82;Mujeres;1973;49857
82;Mujeres;1972;39456
82;Mujeres;1971;45951
83;Total;2023;194018
83;Total;2022;221743
83;Total;2021;250908
83;Total;2020;277956
83;Total;2019;271264
83;Total;2018;270520
83;Total;2017;277555
83;Total;2016;275427
83;Total;2015;262244
83;Total;2014;263453
83;Total;2013;248334
83;Total;2012;246365
83;Total;2011;230008
83;Total;2010;229793
83;Total;2009;218249
83;Total;2008;214035
83;Total;2007;207037
83;Total;2006;204212
83;Total;2005;189031
83;Total;2004;177521
83;Total;2003;153845
83;Total;2002;153280
83;Total;2001;146712
83;Total;2000;144132
83;Total;1999;146376
83;Total;1998;147073
83;Total;1997;144096
83;Total;1996;144660
83;Total;1995;138207
83;Total;1994;139173
83;Total;1993;130654
83;Total;1992;127180
83;Total;1991;121509
83;Total;1990;117316
83;Total;1989;117089
83;Total;1988;109190
83;Total;1987;107688
83;Total;1986;104401
83;Total;1985;95936
83;Total;1984;102930
83;Total;1983;77230
83;Total;1982;78520
83;Total;1981;73719
83;Total;1980;77230
83;Total;1979;72366
83;Total;1978;66843
83;Total;1977;64016
83;Total;1976;65855
83;Total;1975;54456
83;Total;1974;67040
83;Total;1973;55439
83;Total;1972;62959
83;Total;1971;52586
83;Hombres;2023;76967
83;Hombres;2022;88674
83;Hombres;2021;100132
83;Hombres;2020;109611
83;Hombres;2019;107938
83;Hombres;2018;107311
83;Hombres;2017;109734
83;Hombres;2016;108636
83;Hombres;2015;103589
83;Hombres;2014;102007
83;Hombres;2013;96082
83;Hombres;2012;94272
83;Hombres;2011;87692
83;Hombres;2010;86865
83;Hombres;2009;81570
83;Hombres;2008;79514
83;Hombres;2007;77565
83;Hombres;2006;74379
83;Hombres;2005;70917
83;Hombres;2004;62733
83;Hombres;2003;54098
83;Hombres;2002;52412
83;Hombres;2001;50601
83;Hombres;2000;49802
83;Hombres;1999;50760
83;Hombres;1998;50736
83;Hombres;1997;50315
83;Hombres;1996;50228
83;Hombres;1995;48568
83;Hombres;1994;48042
83;Hombres;1993;46330
83;Hombres;1992;45367
83;Hombres;1991;43184
83;Hombres;1990;40943
83;Hombres;1989;41138
83;Hombres;1988;37470
83;Hombres;1987;38352
83;Hombres;1986;36608
83;Hombres;1985;34356
83;Hombres;1984;34034
83;Hombres;1983;27246
83;Hombres;1982;27050
83;Hombres;1981;25972
83;Hombres;1980;27136
83;Hombres;1979;25412
83;Hombres;1978;23031
83;Hombres;1977;22110
83;Hombres;1976;22974
83;Hombres;1975;19354
83;Hombres;1974;22646
83;Hombres;1973;20325
83;Hombres;1972;22094
83;Hombres;1971;19064
83;Mujeres;2023;117051
83;Mujeres;2022;133069
83;Mujeres;2021;150776
83;Mujeres;2020;168345
83;Mujeres;2019;163326
83;Mujeres;2018;163209
83;Mujeres;2017;167821
83;Mujeres;2016;166791
83;Mujeres;2015;158655
83;Mujeres;2014;161446
83;Mujeres;2013;152252
83;Mujeres;2012;152093
83;Mujeres;2011;142316
83;Mujeres;2010;142928
83;Mujeres;2009;136679
83;Mujeres;2008;134521
83;Mujeres;2007;129472
83;Mujeres;2006;129833
83;Mujeres;2005;118115
83;Mujeres;2004;114788
83;Mujeres;2003;99747
83;Mujeres;2002;100868
83;Mujeres;2001;96111
83;Mujeres;2000;94330
83;Mujeres;1999;95616
83;Mujeres;1998;96337
83;Mujeres;1997;93780
83;Mujeres;1996;94432
83;Mujeres;1995;89639
83;Mujeres;1994;91131
83;Mujeres;1993;84324
83;Mujeres;1992;81813
83;Mujeres;1991;78325
83;Mujeres;1990;76373
83;Mujeres;1989;75950
83;Mujeres;1988;71719
83;Mujeres;1987;69336
83;Mujeres;1986;67793
83;Mujeres;1985;61579
83;Mujeres;1984;68896
83;Mujeres;1983;49985
83;Mujeres;1982;51470
83;Mujeres;1981;47747
83;Mujeres;1980;50093
83;Mujeres;1979;46954
83;Mujeres;1978;43812
83;Mujeres;1977;41907
83;Mujeres;1976;42881
83;Mujeres;1975;35102
83;Mujeres;1974;44394
83;Mujeres;1973;35114
83;Mujeres;1972;40865
83;Mujeres;1971;33522
84;Total;2023;208897
84;Total;2022;235987
84;Total;2021;259304
84;Total;2020;255974
84;Total;2019;254562
84;Total;2018;260713
84;Total;2017;259030
84;Total;2016;245767
84;Total;2015;247213
84;Total;2014;232838
84;Total;2013;229946
84;Total;2012;215288
84;Total;2011;215033
84;Total;2010;203775
84;Total;2009;199251
84;Total;2008;192363
84;Total;2007;189883
84;Total;2006;174766
84;Total;2005;164369
84;Total;2004;141463
84;Total;2003;141352
84;Total;2002;135132
84;Total;2001;132181
84;Total;2000;133382
84;Total;1999;134269
84;Total;1998;132120
84;Total;1997;132367
84;Total;1996;126412
84;Total;1995;126837
84;Total;1994;119012
84;Total;1993;115682
84;Total;1992;109793
84;Total;1991;105819
84;Total;1990;105359
84;Total;1989;98188
84;Total;1988;97018
84;Total;1987;93793
84;Total;1986;85845
84;Total;1985;92234
84;Total;1984;68675
84;Total;1983;70256
84;Total;1982;65520
84;Total;1981;68292
84;Total;1980;63766
84;Total;1979;58857
84;Total;1978;56250
84;Total;1977;57469
84;Total;1976;47611
84;Total;1975;58484
84;Total;1974;47734
84;Total;1973;55142
84;Total;1972;45025
84;Total;1971;46942
84;Hombres;2023;81687
84;Hombres;2022;92302
84;Hombres;2021;100172
84;Hombres;2020;100032
84;Hombres;2019;99004
84;Hombres;2018;101172
84;Hombres;2017;100348
84;Hombres;2016;95369
84;Hombres;2015;93964
84;Hombres;2014;88251
84;Hombres;2013;86159
84;Hombres;2012;80632
84;Hombres;2011;79595
84;Hombres;2010;74745
84;Hombres;2009;72429
84;Hombres;2008;70439
84;Hombres;2007;67584
84;Hombres;2006;64055
84;Hombres;2005;56676
84;Hombres;2004;48606
84;Hombres;2003;47137
84;Hombres;2002;45605
84;Hombres;2001;44694
84;Hombres;2000;45214
84;Hombres;1999;45153
84;Hombres;1998;45063
84;Hombres;1997;44833
84;Hombres;1996;43451
84;Hombres;1995;42829
84;Hombres;1994;41232
84;Hombres;1993;40415
84;Hombres;1992;38140
84;Hombres;1991;36232
84;Hombres;1990;36260
84;Hombres;1989;32926
84;Hombres;1988;33768
84;Hombres;1987;32202
84;Hombres;1986;30125
84;Hombres;1985;29868
84;Hombres;1984;23728
84;Hombres;1983;23752
84;Hombres;1982;22590
84;Hombres;1981;23518
84;Hombres;1980;21999
84;Hombres;1979;19834
84;Hombres;1978;18987
84;Hombres;1977;19572
84;Hombres;1976;16456
84;Hombres;1975;19313
84;Hombres;1974;17115
84;Hombres;1973;18970
84;Hombres;1972;15961
84;Hombres;1971;16232
84;Mujeres;2023;127210
84;Mujeres;2022;143685
84;Mujeres;2021;159132
84;Mujeres;2020;155942
84;Mujeres;2019;155558
84;Mujeres;2018;159541
84;Mujeres;2017;158682
84;Mujeres;2016;150398
84;Mujeres;2015;153249
84;Mujeres;2014;144587
84;Mujeres;2013;143787
84;Mujeres;2012;134655
84;Mujeres;2011;135439
84;Mujeres;2010;129030
84;Mujeres;2009;126823
84;Mujeres;2008;121924
84;Mujeres;2007;122299
84;Mujeres;2006;110711
84;Mujeres;2005;107692
84;Mujeres;2004;92858
84;Mujeres;2003;94215
84;Mujeres;2002;89527
84;Mujeres;2001;87487
84;Mujeres;2000;88168
84;Mujeres;1999;89117
84;Mujeres;1998;87057
84;Mujeres;1997;87534
84;Mujeres;1996;82961
84;Mujeres;1995;84008
84;Mujeres;1994;77780
84;Mujeres;1993;75267
84;Mujeres;1992;71654
84;Mujeres;1991;69587
84;Mujeres;1990;69099
84;Mujeres;1989;65261
84;Mujeres;1988;63251
84;Mujeres;1987;61591
84;Mujeres;1986;55720
84;Mujeres;1985;62366
84;Mujeres;1984;44947
84;Mujeres;1983;46504
84;Mujeres;1982;42930
84;Mujeres;1981;44774
84;Mujeres;1980;41767
84;Mujeres;1979;39023
84;Mujeres;1978;37264
84;Mujeres;1977;37897
84;Mujeres;1976;31155
84;Mujeres;1975;39172
84;Mujeres;1974;30620
84;Mujeres;1973;36172
84;Mujeres;1972;29065
84;Mujeres;1971;30710
85;Total;2023;220224
85;Total;2022;241985
85;Total;2021;236390
85;Total;2020;238236
85;Total;2019;242829
85;Total;2018;241253
85;Total;2017;228890
85;Total;2016;229187
85;Total;2015;216729
85;Total;2014;213695
85;Total;2013;198956
85;Total;2012;199246
85;Total;2011;188873
85;Total;2010;184418
85;Total;2009;177486
85;Total;2008;174642
85;Total;2007;161107
85;Total;2006;150379
85;Total;2005;129681
85;Total;2004;128818
85;Total;2003;123533
85;Total;2002;120321
85;Total;2001;120989
85;Total;2000;121109
85;Total;1999;119556
85;Total;1998;119750
85;Total;1997;114099
85;Total;1996;114396
85;Total;1995;107361
85;Total;1994;104102
85;Total;1993;98832
85;Total;1992;94715
85;Total;1991;93498
85;Total;1990;87359
85;Total;1989;86270
85;Total;1988;83806
85;Total;1987;76309
85;Total;1986;81353
85;Total;1985;60601
85;Total;1984;61728
85;Total;1983;57871
85;Total;1982;59715
85;Total;1981;55685
85;Total;1980;0
85;Total;1979;0
85;Total;1978;0
85;Total;1977;0
85;Total;1976;0
85;Total;1975;0
85;Total;1974;0
85;Total;1973;0
85;Total;1972;0
85;Total;1971;0
85;Hombres;2023;84093
85;Hombres;2022;91702
85;Hombres;2021;90313
85;Hombres;2020;90919
85;Hombres;2019;92371
85;Hombres;2018;91525
85;Hombres;2017;87082
85;Hombres;2016;85264
85;Hombres;2015;80493
85;Hombres;2014;78391
85;Hombres;2013;72770
85;Hombres;2012;72258
85;Hombres;2011;67874
85;Hombres;2010;65601
85;Hombres;2009;63585
85;Hombres;2008;60677
85;Hombres;2007;57735
85;Hombres;2006;50528
85;Hombres;2005;43445
85;Hombres;2004;41894
85;Hombres;2003;40603
85;Hombres;2002;39678
85;Hombres;2001;40079
85;Hombres;2000;39631
85;Hombres;1999;39784
85;Hombres;1998;39557
85;Hombres;1997;38323
85;Hombres;1996;37689
85;Hombres;1995;36372
85;Hombres;1994;35658
85;Hombres;1993;33539
85;Hombres;1992;31641
85;Hombres;1991;31535
85;Hombres;1990;28669
85;Hombres;1989;29241
85;Hombres;1988;28118
85;Hombres;1987;26253
85;Hombres;1986;25776
85;Hombres;1985;20436
85;Hombres;1984;20351
85;Hombres;1983;19505
85;Hombres;1982;20202
85;Hombres;1981;18847
85;Hombres;1980;0
85;Hombres;1979;0
85;Hombres;1978;0
85;Hombres;1977;0
85;Hombres;1976;0
85;Hombres;1975;0
85;Hombres;1974;0
85;Hombres;1973;0
85;Hombres;1972;0
85;Hombres;1971;0
85;Mujeres;2023;136131
85;Mujeres;2022;150283
85;Mujeres;2021;146077
85;Mujeres;2020;147317
85;Mujeres;2019;150458
85;Mujeres;2018;149728
85;Mujeres;2017;141808
85;Mujeres;2016;143923
85;Mujeres;2015;136236
85;Mujeres;2014;135304
85;Mujeres;2013;126186
85;Mujeres;2012;126988
85;Mujeres;2011;120999
85;Mujeres;2010;118817
85;Mujeres;2009;113901
85;Mujeres;2008;113965
85;Mujeres;2007;103372
85;Mujeres;2006;99850
85;Mujeres;2005;86236
85;Mujeres;2004;86924
85;Mujeres;2003;82930
85;Mujeres;2002;80643
85;Mujeres;2001;80910
85;Mujeres;2000;81478
85;Mujeres;1999;79772
85;Mujeres;1998;80193
85;Mujeres;1997;75776
85;Mujeres;1996;76707
85;Mujeres;1995;70989
85;Mujeres;1994;68444
85;Mujeres;1993;65294
85;Mujeres;1992;63073
85;Mujeres;1991;61964
85;Mujeres;1990;58690
85;Mujeres;1989;57029
85;Mujeres;1988;55689
85;Mujeres;1987;50055
85;Mujeres;1986;55577
85;Mujeres;1985;40165
85;Mujeres;1984;41378
85;Mujeres;1983;38366
85;Mujeres;1982;39513
85;Mujeres;1981;36838
85;Mujeres;1980;0
85;Mujeres;1979;0
85;Mujeres;1978;0
85;Mujeres;1977;0
85;Mujeres;1976;0
85;Mujeres;1975;0
85;Mujeres;1974;0
85;Mujeres;1973;0
85;Mujeres;1972;0
85;Mujeres;1971;0
85;Total;2023;1605151
85;Total;2022;1600416
85;Total;2021;1561885
85;Total;2020;1554956
85;Total;2019;1507329
85;Total;2018;1457583
85;Total;2017;1404912
85;Total;2016;1350043
85;Total;2015;1298439
85;Total;2014;1241918
85;Total;2013;1181697
85;Total;2012;1139735
85;Total;2011;1075950
85;Total;2010;1015906
85;Total;2009;957623
85;Total;2008;903136
85;Total;2007;846286
85;Total;2006;795234
85;Total;2005;759592
85;Total;2004;737722
85;Total;2003;722403
85;Total;2002;704695
85;Total;2001;685628
85;Total;2000;665045
85;Total;1999;647524
85;Total;1998;626240
85;Total;1997;598379
85;Total;1996;573630
85;Total;1995;544535
85;Total;1994;517932
85;Total;1993;492848
85;Total;1992;467867
85;Total;1991;446772
85;Total;1990;423575
85;Total;1989;402307
85;Total;1988;378594
85;Total;1987;352320
85;Total;1986;333024
85;Total;1985;307166
85;Total;1984;297542
85;Total;1983;287437
85;Total;1982;275730
85;Total;1981;261810
85;Total;1980;246327
85;Total;1979;233810
85;Total;1978;224828
85;Total;1977;214054
85;Total;1976;213016
85;Total;1975;201172
85;Total;1974;199335
85;Total;1973;190960
85;Total;1972;189035
85;Total;1971;187261
85;Hombres;2023;536621
85;Hombres;2022;540299
85;Hombres;2021;527354
85;Hombres;2020;525275
85;Hombres;2019;507378
85;Hombres;2018;488232
85;Hombres;2017;467558
85;Hombres;2016;445389
85;Hombres;2015;425161
85;Hombres;2014;403321
85;Hombres;2013;380682
85;Hombres;2012;364456
85;Hombres;2011;341169
85;Hombres;2010;319869
85;Hombres;2009;299053
85;Hombres;2008;278332
85;Hombres;2007;258636
85;Hombres;2006;238665
85;Hombres;2005;227097
85;Hombres;2004;220471
85;Hombres;2003;216884
85;Hombres;2002;212178
85;Hombres;2001;207440
85;Hombres;2000;201922
85;Hombres;1999;198166
85;Hombres;1998;192520
85;Hombres;1997;185001
85;Hombres;1996;177751
85;Hombres;1995;169693
85;Hombres;1994;161473
85;Hombres;1993;153060
85;Hombres;1992;144773
85;Hombres;1991;138358
85;Hombres;1990;131379
85;Hombres;1989;125529
85;Hombres;1988;117805
85;Hombres;1987;109164
85;Hombres;1986;102123
85;Hombres;1985;95227
85;Hombres;1984;92240
85;Hombres;1983;89459
85;Hombres;1982;85789
85;Hombres;1981;81155
85;Hombres;1980;76519
85;Hombres;1979;73094
85;Hombres;1978;71040
85;Hombres;1977;68180
85;Hombres;1976;68127
85;Hombres;1975;65564
85;Hombres;1974;64690
85;Hombres;1973;62185
85;Hombres;1972;61495
85;Hombres;1971;61537
85;Mujeres;2023;1068530
85;Mujeres;2022;1060117
85;Mujeres;2021;1034531
85;Mujeres;2020;1029681
85;Mujeres;2019;999951
85;Mujeres;2018;969351
85;Mujeres;2017;937354
85;Mujeres;2016;904654
85;Mujeres;2015;873278
85;Mujeres;2014;838597
85;Mujeres;2013;801015
85;Mujeres;2012;775279
85;Mujeres;2011;734781
85;Mujeres;2010;696037
85;Mujeres;2009;658570
85;Mujeres;2008;624804
85;Mujeres;2007;587650
85;Mujeres;2006;556569
85;Mujeres;2005;532495
85;Mujeres;2004;517251
85;Mujeres;2003;505519
85;Mujeres;2002;492516
85;Mujeres;2001;478188
85;Mujeres;2000;463123
85;Mujeres;1999;449359
85;Mujeres;1998;433719
85;Mujeres;1997;413378
85;Mujeres;1996;395879
85;Mujeres;1995;374842
85;Mujeres;1994;356459
85;Mujeres;1993;339788
85;Mujeres;1992;323094
85;Mujeres;1991;308414
85;Mujeres;1990;292197
85;Mujeres;1989;276778
85;Mujeres;1988;260789
85;Mujeres;1987;243155
85;Mujeres;1986;230901
85;Mujeres;1985;211939
85;Mujeres;1984;205301
85;Mujeres;1983;197978
85;Mujeres;1982;189940
85;Mujeres;1981;180655
85;Mujeres;1980;169808
85;Mujeres;1979;160716
85;Mujeres;1978;153788
85;Mujeres;1977;145875
85;Mujeres;1976;144889
85;Mujeres;1975;135608
85;Mujeres;1974;134645
85;Mujeres;1973;128776
85;Mujeres;1972;127540
85;Mujeres;1971;125725
86;Total;2023;223709
86;Total;2022;218540
86;Total;2021;217753
86;Total;2020;224904
86;Total;2019;222739
86;Total;2018;210811
86;Total;2017;211192
86;Total;2016;199054
86;Total;2015;196721
86;Total;2014;183035
86;Total;2013;182137
86;Total;2012;173569
86;Total;2011;169267
86;Total;2010;162464
86;Total;2009;159163
86;Total;2008;146423
86;Total;2007;137087
86;Total;2006;117295
86;Total;2005;116664
86;Total;2004;111013
86;Total;2003;108599
86;Total;2002;108724
86;Total;2001;108642
86;Total;2000;106478
86;Total;1999;106841
86;Total;1998;101888
86;Total;1997;102281
86;Total;1996;95712
86;Total;1995;92799
86;Total;1994;87706
86;Total;1993;84153
86;Total;1992;82483
86;Total;1991;76876
86;Total;1990;75862
86;Total;1989;73857
86;Total;1988;67209
86;Total;1987;71186
86;Total;1986;52575
86;Total;1985;53909
86;Total;1984;50026
86;Total;1983;52178
86;Total;1982;47893
86;Total;1981;44816
86;Total;1980;0
86;Total;1979;0
86;Total;1978;0
86;Total;1977;0
86;Total;1976;0
86;Total;1975;0
86;Total;1974;0
86;Total;1973;0
86;Total;1972;0
86;Total;1971;0
86;Hombres;2023;82495
86;Hombres;2022;81594
86;Hombres;2021;80936
86;Hombres;2020;83655
86;Hombres;2019;82646
86;Hombres;2018;78464
86;Hombres;2017;76841
86;Hombres;2016;72331
86;Hombres;2015;70617
86;Hombres;2014;65429
86;Hombres;2013;64547
86;Hombres;2012;60932
86;Hombres;2011;58759
86;Hombres;2010;56911
86;Hombres;2009;53928
86;Hombres;2008;51157
86;Hombres;2007;44957
86;Hombres;2006;38199
86;Hombres;2005;36874
86;Hombres;2004;35448
86;Hombres;2003;34845
86;Hombres;2002;35179
86;Hombres;2001;34696
86;Hombres;2000;34494
86;Hombres;1999;34409
86;Hombres;1998;33304
86;Hombres;1997;32877
86;Hombres;1996;31673
86;Hombres;1995;31075
86;Hombres;1994;29043
86;Hombres;1993;27499
86;Hombres;1992;27212
86;Hombres;1991;24642
86;Hombres;1990;25094
86;Hombres;1989;24178
86;Hombres;1988;22631
86;Hombres;1987;22067
86;Hombres;1986;17323
86;Hombres;1985;17360
86;Hombres;1984;16456
86;Hombres;1983;17216
86;Hombres;1982;15809
86;Hombres;1981;14476
86;Hombres;1980;0
86;Hombres;1979;0
86;Hombres;1978;0
86;Hombres;1977;0
86;Hombres;1976;0
86;Hombres;1975;0
86;Hombres;1974;0
86;Hombres;1973;0
86;Hombres;1972;0
86;Hombres;1971;0
86;Mujeres;2023;141214
86;Mujeres;2022;136946
86;Mujeres;2021;136817
86;Mujeres;2020;141249
86;Mujeres;2019;140093
86;Mujeres;2018;132347
86;Mujeres;2017;134351
86;Mujeres;2016;126723
86;Mujeres;2015;126104
86;Mujeres;2014;117606
86;Mujeres;2013;117590
86;Mujeres;2012;112637
86;Mujeres;2011;110507
86;Mujeres;2010;105553
86;Mujeres;2009;105236
86;Mujeres;2008;95266
86;Mujeres;2007;92130
86;Mujeres;2006;79095
86;Mujeres;2005;79790
86;Mujeres;2004;75565
86;Mujeres;2003;73754
86;Mujeres;2002;73545
86;Mujeres;2001;73945
86;Mujeres;2000;71984
86;Mujeres;1999;72433
86;Mujeres;1998;68584
86;Mujeres;1997;69404
86;Mujeres;1996;64039
86;Mujeres;1995;61724
86;Mujeres;1994;58664
86;Mujeres;1993;56653
86;Mujeres;1992;55271
86;Mujeres;1991;52234
86;Mujeres;1990;50769
86;Mujeres;1989;49680
86;Mujeres;1988;44578
86;Mujeres;1987;49119
86;Mujeres;1986;35252
86;Mujeres;1985;36549
86;Mujeres;1984;33569
86;Mujeres;1983;34962
86;Mujeres;1982;32084
86;Mujeres;1981;30340
86;Mujeres;1980;0
86;Mujeres;1979;0
86;Mujeres;1978;0
86;Mujeres;1977;0
86;Mujeres;1976;0
86;Mujeres;1975;0
86;Mujeres;1974;0
86;Mujeres;1973;0
86;Mujeres;1972;0
86;Mujeres;1971;0
87;Total;2023;200013
87;Total;2022;198924
87;Total;2021;202786
87;Total;2020;204124
87;Total;2019;192113
87;Total;2018;192344
87;Total;2017;181753
87;Total;2016;178297
87;Total;2015;166766
87;Total;2014;165647
87;Total;2013;156639
87;Total;2012;153678
87;Total;2011;147748
87;Total;2010;143846
87;Total;2009;131949
87;Total;2008;123308
87;Total;2007;105626
87;Total;2006;104088
87;Total;2005;99258
87;Total;2004;96308
87;Total;2003;96827
87;Total;2002;96409
87;Total;2001;93963
87;Total;2000;93606
87;Total;1999;89672
87;Total;1998;90323
87;Total;1997;84270
87;Total;1996;81522
87;Total;1995;77318
87;Total;1994;73612
87;Total;1993;72427
87;Total;1992;66874
87;Total;1991;65416
87;Total;1990;64166
87;Total;1989;58130
87;Total;1988;61768
87;Total;1987;45172
87;Total;1986;45976
87;Total;1985;43075
87;Total;1984;44459
87;Total;1983;41132
87;Total;1982;38109
87;Total;1981;36058
87;Total;1980;0
87;Total;1979;0
87;Total;1978;0
87;Total;1977;0
87;Total;1976;0
87;Total;1975;0
87;Total;1974;0
87;Total;1973;0
87;Total;1972;0
87;Total;1971;0
87;Hombres;2023;72590
87;Hombres;2022;72220
87;Hombres;2021;73403
87;Hombres;2020;74005
87;Hombres;2019;69793
87;Hombres;2018;68283
87;Hombres;2017;64554
87;Hombres;2016;62592
87;Hombres;2015;58295
87;Hombres;2014;57278
87;Hombres;2013;53648
87;Hombres;2012;52067
87;Hombres;2011;50509
87;Hombres;2010;47467
87;Hombres;2009;45020
87;Hombres;2008;39392
87;Hombres;2007;33454
87;Hombres;2006;32012
87;Hombres;2005;30856
87;Hombres;2004;30089
87;Hombres;2003;30435
87;Hombres;2002;29898
87;Hombres;2001;29522
87;Hombres;2000;29336
87;Hombres;1999;28529
87;Hombres;1998;28279
87;Hombres;1997;27144
87;Hombres;1996;26648
87;Hombres;1995;24913
87;Hombres;1994;23420
87;Hombres;1993;23301
87;Hombres;1992;20847
87;Hombres;1991;21065
87;Hombres;1990;20441
87;Hombres;1989;19057
87;Hombres;1988;18724
