Codigo;Provincias;Sexo;Periodo;Total
14;Córdoba;Mujeres;1987;4851
14;Córdoba;Mujeres;1986;4984
14;Córdoba;Mujeres;1985;5029
14;Córdoba;Mujeres;1984;5255
14;Córdoba;Mujeres;1983;5254
14;Córdoba;Mujeres;1982;5563
14;Córdoba;Mujeres;1981;5497
14;Córdoba;Mujeres;1980;5660
14;Córdoba;Mujeres;1979;5789
14;Córdoba;Mujeres;1978;5985
14;Córdoba;Mujeres;1977;6124
14;Córdoba;Mujeres;1976;6233
14;Córdoba;Mujeres;1975;6073
15;Coruña, A;Total;2021;6318
15;Coruña, A;Total;2020;6458
15;Coruña, A;Total;2019;6614
15;Coruña, A;Total;2018;7132
15;Coruña, A;Total;2017;7745
15;Coruña, A;Total;2016;8339
15;Coruña, A;Total;2015;8386
15;Coruña, A;Total;2014;8228
15;Coruña, A;Total;2013;8450
15;Coruña, A;Total;2012;8992
15;Coruña, A;Total;2011;9258
15;Coruña, A;Total;2010;9372
15;Coruña, A;Total;2009;9562
15;Coruña, A;Total;2008;9825
15;Coruña, A;Total;2007;9026
15;Coruña, A;Total;2006;8985
15;Coruña, A;Total;2005;8816
15;Coruña, A;Total;2004;8546
15;Coruña, A;Total;2003;8326
15;Coruña, A;Total;2002;7866
15;Coruña, A;Total;2001;7956
15;Coruña, A;Total;2000;7943
15;Coruña, A;Total;1999;7583
15;Coruña, A;Total;1998;7573
15;Coruña, A;Total;1997;7565
15;Coruña, A;Total;1996;7385
15;Coruña, A;Total;1995;7464
15;Coruña, A;Total;1994;7737
15;Coruña, A;Total;1993;8522
15;Coruña, A;Total;1992;8616
15;Coruña, A;Total;1991;8654
15;Coruña, A;Total;1990;9006
15;Coruña, A;Total;1989;9309
15;Coruña, A;Total;1988;9854
15;Coruña, A;Total;1987;10469
15;Coruña, A;Total;1986;10331
15;Coruña, A;Total;1985;11377
15;Coruña, A;Total;1984;12439
15;Coruña, A;Total;1983;13104
15;Coruña, A;Total;1982;14157
15;Coruña, A;Total;1981;14976
15;Coruña, A;Total;1980;15497
15;Coruña, A;Total;1979;16681
15;Coruña, A;Total;1978;18100
15;Coruña, A;Total;1977;18114
15;Coruña, A;Total;1976;18450
15;Coruña, A;Total;1975;18232
15;Coruña, A;Hombres;2021;3244
15;Coruña, A;Hombres;2020;3294
15;Coruña, A;Hombres;2019;3398
15;Coruña, A;Hombres;2018;3713
15;Coruña, A;Hombres;2017;3958
15;Coruña, A;Hombres;2016;4244
15;Coruña, A;Hombres;2015;4309
15;Coruña, A;Hombres;2014;4317
15;Coruña, A;Hombres;2013;4313
15;Coruña, A;Hombres;2012;4722
15;Coruña, A;Hombres;2011;4861
15;Coruña, A;Hombres;2010;4843
15;Coruña, A;Hombres;2009;4907
15;Coruña, A;Hombres;2008;5144
15;Coruña, A;Hombres;2007;4680
15;Coruña, A;Hombres;2006;4645
15;Coruña, A;Hombres;2005;4531
15;Coruña, A;Hombres;2004;4451
15;Coruña, A;Hombres;2003;4318
15;Coruña, A;Hombres;2002;4053
15;Coruña, A;Hombres;2001;4047
15;Coruña, A;Hombres;2000;4137
15;Coruña, A;Hombres;1999;3896
15;Coruña, A;Hombres;1998;3942
15;Coruña, A;Hombres;1997;3934
15;Coruña, A;Hombres;1996;3795
15;Coruña, A;Hombres;1995;3797
15;Coruña, A;Hombres;1994;3932
15;Coruña, A;Hombres;1993;4351
15;Coruña, A;Hombres;1992;4449
15;Coruña, A;Hombres;1991;4526
15;Coruña, A;Hombres;1990;4613
15;Coruña, A;Hombres;1989;4883
15;Coruña, A;Hombres;1988;5056
15;Coruña, A;Hombres;1987;5440
15;Coruña, A;Hombres;1986;5372
15;Coruña, A;Hombres;1985;5889
15;Coruña, A;Hombres;1984;6395
15;Coruña, A;Hombres;1983;6702
15;Coruña, A;Hombres;1982;7435
15;Coruña, A;Hombres;1981;7940
15;Coruña, A;Hombres;1980;8078
15;Coruña, A;Hombres;1979;8603
15;Coruña, A;Hombres;1978;9267
15;Coruña, A;Hombres;1977;9480
15;Coruña, A;Hombres;1976;9493
15;Coruña, A;Hombres;1975;9372
15;Coruña, A;Mujeres;2021;3074
15;Coruña, A;Mujeres;2020;3164
15;Coruña, A;Mujeres;2019;3216
15;Coruña, A;Mujeres;2018;3419
15;Coruña, A;Mujeres;2017;3787
15;Coruña, A;Mujeres;2016;4095
15;Coruña, A;Mujeres;2015;4077
15;Coruña, A;Mujeres;2014;3911
15;Coruña, A;Mujeres;2013;4137
15;Coruña, A;Mujeres;2012;4270
15;Coruña, A;Mujeres;2011;4397
15;Coruña, A;Mujeres;2010;4529
15;Coruña, A;Mujeres;2009;4655
15;Coruña, A;Mujeres;2008;4681
15;Coruña, A;Mujeres;2007;4346
15;Coruña, A;Mujeres;2006;4340
15;Coruña, A;Mujeres;2005;4285
15;Coruña, A;Mujeres;2004;4095
15;Coruña, A;Mujeres;2003;4008
15;Coruña, A;Mujeres;2002;3813
15;Coruña, A;Mujeres;2001;3909
15;Coruña, A;Mujeres;2000;3806
15;Coruña, A;Mujeres;1999;3687
15;Coruña, A;Mujeres;1998;3631
15;Coruña, A;Mujeres;1997;3631
15;Coruña, A;Mujeres;1996;3590
15;Coruña, A;Mujeres;1995;3667
15;Coruña, A;Mujeres;1994;3805
15;Coruña, A;Mujeres;1993;4171
15;Coruña, A;Mujeres;1992;4167
15;Coruña, A;Mujeres;1991;4128
15;Coruña, A;Mujeres;1990;4393
15;Coruña, A;Mujeres;1989;4426
15;Coruña, A;Mujeres;1988;4798
15;Coruña, A;Mujeres;1987;5029
15;Coruña, A;Mujeres;1986;4959
15;Coruña, A;Mujeres;1985;5488
15;Coruña, A;Mujeres;1984;6044
15;Coruña, A;Mujeres;1983;6402
15;Coruña, A;Mujeres;1982;6722
15;Coruña, A;Mujeres;1981;7036
15;Coruña, A;Mujeres;1980;7419
15;Coruña, A;Mujeres;1979;8078
15;Coruña, A;Mujeres;1978;8833
15;Coruña, A;Mujeres;1977;8634
15;Coruña, A;Mujeres;1976;8957
15;Coruña, A;Mujeres;1975;8860
16;Cuenca;Total;2021;1300
16;Cuenca;Total;2020;1193
16;Cuenca;Total;2019;1389
16;Cuenca;Total;2018;1303
16;Cuenca;Total;2017;1407
16;Cuenca;Total;2016;1507
16;Cuenca;Total;2015;1522
16;Cuenca;Total;2014;1549
16;Cuenca;Total;2013;1530
16;Cuenca;Total;2012;1600
16;Cuenca;Total;2011;1740
16;Cuenca;Total;2010;1791
16;Cuenca;Total;2009;1804
16;Cuenca;Total;2008;1867
16;Cuenca;Total;2007;1657
16;Cuenca;Total;2006;1710
16;Cuenca;Total;2005;1581
16;Cuenca;Total;2004;1644
16;Cuenca;Total;2003;1672
16;Cuenca;Total;2002;1673
16;Cuenca;Total;2001;1629
16;Cuenca;Total;2000;1622
16;Cuenca;Total;1999;1628
16;Cuenca;Total;1998;1539
16;Cuenca;Total;1997;1670
16;Cuenca;Total;1996;1692
16;Cuenca;Total;1995;1745
16;Cuenca;Total;1994;1764
16;Cuenca;Total;1993;1885
16;Cuenca;Total;1992;2022
16;Cuenca;Total;1991;2046
16;Cuenca;Total;1990;2102
16;Cuenca;Total;1989;2136
16;Cuenca;Total;1988;2049
16;Cuenca;Total;1987;2212
16;Cuenca;Total;1986;2203
16;Cuenca;Total;1985;2263
16;Cuenca;Total;1984;2316
16;Cuenca;Total;1983;2400
16;Cuenca;Total;1982;2475
16;Cuenca;Total;1981;2576
16;Cuenca;Total;1980;2596
16;Cuenca;Total;1979;2585
16;Cuenca;Total;1978;2717
16;Cuenca;Total;1977;2713
16;Cuenca;Total;1976;2917
16;Cuenca;Total;1975;2862
16;Cuenca;Hombres;2021;694
16;Cuenca;Hombres;2020;582
16;Cuenca;Hombres;2019;711
16;Cuenca;Hombres;2018;675
16;Cuenca;Hombres;2017;685
16;Cuenca;Hombres;2016;774
16;Cuenca;Hombres;2015;764
16;Cuenca;Hombres;2014;783
16;Cuenca;Hombres;2013;787
16;Cuenca;Hombres;2012;821
16;Cuenca;Hombres;2011;893
16;Cuenca;Hombres;2010;928
16;Cuenca;Hombres;2009;894
16;Cuenca;Hombres;2008;973
16;Cuenca;Hombres;2007;842
16;Cuenca;Hombres;2006;859
16;Cuenca;Hombres;2005;782
16;Cuenca;Hombres;2004;812
16;Cuenca;Hombres;2003;850
16;Cuenca;Hombres;2002;855
16;Cuenca;Hombres;2001;865
16;Cuenca;Hombres;2000;824
16;Cuenca;Hombres;1999;850
16;Cuenca;Hombres;1998;749
16;Cuenca;Hombres;1997;872
16;Cuenca;Hombres;1996;857
16;Cuenca;Hombres;1995;868
16;Cuenca;Hombres;1994;909
16;Cuenca;Hombres;1993;944
16;Cuenca;Hombres;1992;1050
16;Cuenca;Hombres;1991;1034
16;Cuenca;Hombres;1990;1059
16;Cuenca;Hombres;1989;1115
16;Cuenca;Hombres;1988;1059
16;Cuenca;Hombres;1987;1155
16;Cuenca;Hombres;1986;1134
16;Cuenca;Hombres;1985;1116
16;Cuenca;Hombres;1984;1219
16;Cuenca;Hombres;1983;1265
16;Cuenca;Hombres;1982;1277
16;Cuenca;Hombres;1981;1300
16;Cuenca;Hombres;1980;1382
16;Cuenca;Hombres;1979;1356
16;Cuenca;Hombres;1978;1416
16;Cuenca;Hombres;1977;1452
16;Cuenca;Hombres;1976;1515
16;Cuenca;Hombres;1975;1502
16;Cuenca;Mujeres;2021;606
16;Cuenca;Mujeres;2020;611
16;Cuenca;Mujeres;2019;678
16;Cuenca;Mujeres;2018;628
16;Cuenca;Mujeres;2017;722
16;Cuenca;Mujeres;2016;733
16;Cuenca;Mujeres;2015;758
16;Cuenca;Mujeres;2014;766
16;Cuenca;Mujeres;2013;743
16;Cuenca;Mujeres;2012;779
16;Cuenca;Mujeres;2011;847
16;Cuenca;Mujeres;2010;863
16;Cuenca;Mujeres;2009;910
16;Cuenca;Mujeres;2008;894
16;Cuenca;Mujeres;2007;815
16;Cuenca;Mujeres;2006;851
16;Cuenca;Mujeres;2005;799
16;Cuenca;Mujeres;2004;832
16;Cuenca;Mujeres;2003;822
16;Cuenca;Mujeres;2002;818
16;Cuenca;Mujeres;2001;764
16;Cuenca;Mujeres;2000;798
16;Cuenca;Mujeres;1999;778
16;Cuenca;Mujeres;1998;790
16;Cuenca;Mujeres;1997;798
16;Cuenca;Mujeres;1996;835
16;Cuenca;Mujeres;1995;877
16;Cuenca;Mujeres;1994;855
16;Cuenca;Mujeres;1993;941
16;Cuenca;Mujeres;1992;972
16;Cuenca;Mujeres;1991;1012
16;Cuenca;Mujeres;1990;1043
16;Cuenca;Mujeres;1989;1021
16;Cuenca;Mujeres;1988;990
16;Cuenca;Mujeres;1987;1057
16;Cuenca;Mujeres;1986;1069
16;Cuenca;Mujeres;1985;1147
16;Cuenca;Mujeres;1984;1097
16;Cuenca;Mujeres;1983;1135
16;Cuenca;Mujeres;1982;1198
16;Cuenca;Mujeres;1981;1276
16;Cuenca;Mujeres;1980;1214
16;Cuenca;Mujeres;1979;1229
16;Cuenca;Mujeres;1978;1301
16;Cuenca;Mujeres;1977;1261
16;Cuenca;Mujeres;1976;1402
16;Cuenca;Mujeres;1975;1360
20;Gipuzkoa;Total;2021;4935
20;Gipuzkoa;Total;2020;5026
20;Gipuzkoa;Total;2019;5140
20;Gipuzkoa;Total;2018;5472
20;Gipuzkoa;Total;2017;5593
20;Gipuzkoa;Total;2016;6017
20;Gipuzkoa;Total;2015;6361
20;Gipuzkoa;Total;2014;6362
20;Gipuzkoa;Total;2013;6287
20;Gipuzkoa;Total;2012;6899
20;Gipuzkoa;Total;2011;7048
20;Gipuzkoa;Total;2010;7221
20;Gipuzkoa;Total;2009;7145
20;Gipuzkoa;Total;2008;7239
20;Gipuzkoa;Total;2007;7153
20;Gipuzkoa;Total;2006;7033
20;Gipuzkoa;Total;2005;6786
20;Gipuzkoa;Total;2004;6778
20;Gipuzkoa;Total;2003;6767
20;Gipuzkoa;Total;2002;6269
20;Gipuzkoa;Total;2001;6174
20;Gipuzkoa;Total;2000;6011
20;Gipuzkoa;Total;1999;5868
20;Gipuzkoa;Total;1998;5648
20;Gipuzkoa;Total;1997;5766
20;Gipuzkoa;Total;1996;5590
20;Gipuzkoa;Total;1995;5375
20;Gipuzkoa;Total;1994;5259
20;Gipuzkoa;Total;1993;5393
20;Gipuzkoa;Total;1992;5474
20;Gipuzkoa;Total;1991;5408
20;Gipuzkoa;Total;1990;5372
20;Gipuzkoa;Total;1989;5644
20;Gipuzkoa;Total;1988;5758
20;Gipuzkoa;Total;1987;5900
20;Gipuzkoa;Total;1986;6473
20;Gipuzkoa;Total;1985;6380
20;Gipuzkoa;Total;1984;6877
20;Gipuzkoa;Total;1983;7454
20;Gipuzkoa;Total;1982;8092
20;Gipuzkoa;Total;1981;8126
20;Gipuzkoa;Total;1980;8326
20;Gipuzkoa;Total;1979;9316
20;Gipuzkoa;Total;1978;11110
20;Gipuzkoa;Total;1977;12418
20;Gipuzkoa;Total;1976;13367
20;Gipuzkoa;Total;1975;12738
20;Gipuzkoa;Hombres;2021;2546
20;Gipuzkoa;Hombres;2020;2588
20;Gipuzkoa;Hombres;2019;2607
20;Gipuzkoa;Hombres;2018;2829
20;Gipuzkoa;Hombres;2017;2909
20;Gipuzkoa;Hombres;2016;3081
20;Gipuzkoa;Hombres;2015;3198
20;Gipuzkoa;Hombres;2014;3237
20;Gipuzkoa;Hombres;2013;3218
20;Gipuzkoa;Hombres;2012;3656
20;Gipuzkoa;Hombres;2011;3624
20;Gipuzkoa;Hombres;2010;3668
20;Gipuzkoa;Hombres;2009;3749
20;Gipuzkoa;Hombres;2008;3769
20;Gipuzkoa;Hombres;2007;3661
20;Gipuzkoa;Hombres;2006;3628
20;Gipuzkoa;Hombres;2005;3526
20;Gipuzkoa;Hombres;2004;3474
20;Gipuzkoa;Hombres;2003;3521
20;Gipuzkoa;Hombres;2002;3159
20;Gipuzkoa;Hombres;2001;3210
20;Gipuzkoa;Hombres;2000;3114
20;Gipuzkoa;Hombres;1999;2990
20;Gipuzkoa;Hombres;1998;2917
20;Gipuzkoa;Hombres;1997;3019
20;Gipuzkoa;Hombres;1996;2830
20;Gipuzkoa;Hombres;1995;2792
20;Gipuzkoa;Hombres;1994;2729
20;Gipuzkoa;Hombres;1993;2753
20;Gipuzkoa;Hombres;1992;2825
20;Gipuzkoa;Hombres;1991;2814
20;Gipuzkoa;Hombres;1990;2707
20;Gipuzkoa;Hombres;1989;2892
20;Gipuzkoa;Hombres;1988;2950
20;Gipuzkoa;Hombres;1987;3092
20;Gipuzkoa;Hombres;1986;3421
20;Gipuzkoa;Hombres;1985;3282
20;Gipuzkoa;Hombres;1984;3575
20;Gipuzkoa;Hombres;1983;3820
20;Gipuzkoa;Hombres;1982;4223
20;Gipuzkoa;Hombres;1981;4228
20;Gipuzkoa;Hombres;1980;4394
20;Gipuzkoa;Hombres;1979;4842
20;Gipuzkoa;Hombres;1978;5812
20;Gipuzkoa;Hombres;1977;6420
20;Gipuzkoa;Hombres;1976;6957
20;Gipuzkoa;Hombres;1975;6695
20;Gipuzkoa;Mujeres;2021;2389
20;Gipuzkoa;Mujeres;2020;2438
20;Gipuzkoa;Mujeres;2019;2533
20;Gipuzkoa;Mujeres;2018;2643
20;Gipuzkoa;Mujeres;2017;2684
20;Gipuzkoa;Mujeres;2016;2936
20;Gipuzkoa;Mujeres;2015;3163
20;Gipuzkoa;Mujeres;2014;3125
20;Gipuzkoa;Mujeres;2013;3069
20;Gipuzkoa;Mujeres;2012;3243
20;Gipuzkoa;Mujeres;2011;3424
20;Gipuzkoa;Mujeres;2010;3553
20;Gipuzkoa;Mujeres;2009;3396
20;Gipuzkoa;Mujeres;2008;3470
20;Gipuzkoa;Mujeres;2007;3492
20;Gipuzkoa;Mujeres;2006;3405
20;Gipuzkoa;Mujeres;2005;3260
20;Gipuzkoa;Mujeres;2004;3304
20;Gipuzkoa;Mujeres;2003;3246
20;Gipuzkoa;Mujeres;2002;3110
20;Gipuzkoa;Mujeres;2001;2964
20;Gipuzkoa;Mujeres;2000;2897
20;Gipuzkoa;Mujeres;1999;2878
20;Gipuzkoa;Mujeres;1998;2731
20;Gipuzkoa;Mujeres;1997;2747
20;Gipuzkoa;Mujeres;1996;2760
20;Gipuzkoa;Mujeres;1995;2583
20;Gipuzkoa;Mujeres;1994;2530
20;Gipuzkoa;Mujeres;1993;2640
20;Gipuzkoa;Mujeres;1992;2649
20;Gipuzkoa;Mujeres;1991;2594
20;Gipuzkoa;Mujeres;1990;2665
20;Gipuzkoa;Mujeres;1989;2752
20;Gipuzkoa;Mujeres;1988;2808
20;Gipuzkoa;Mujeres;1987;2808
20;Gipuzkoa;Mujeres;1986;3052
20;Gipuzkoa;Mujeres;1985;3098
20;Gipuzkoa;Mujeres;1984;3302
20;Gipuzkoa;Mujeres;1983;3634
20;Gipuzkoa;Mujeres;1982;3869
20;Gipuzkoa;Mujeres;1981;3898
20;Gipuzkoa;Mujeres;1980;3932
20;Gipuzkoa;Mujeres;1979;4474
20;Gipuzkoa;Mujeres;1978;5298
20;Gipuzkoa;Mujeres;1977;5998
20;Gipuzkoa;Mujeres;1976;6410
20;Gipuzkoa;Mujeres;1975;6043
17;Girona;Total;2021;6077
17;Girona;Total;2020;6334
17;Girona;Total;2019;6437
17;Girona;Total;2018;6745
17;Girona;Total;2017;7022
17;Girona;Total;2016;7175
17;Girona;Total;2015;7540
17;Girona;Total;2014;7405
17;Girona;Total;2013;7509
17;Girona;Total;2012;8037
17;Girona;Total;2011;8514
17;Girona;Total;2010;8936
17;Girona;Total;2009;9016
17;Girona;Total;2008;9334
17;Girona;Total;2007;8430
17;Girona;Total;2006;8443
17;Girona;Total;2005;7664
17;Girona;Total;2004;7452
17;Girona;Total;2003;7020
17;Girona;Total;2002;6231
17;Girona;Total;2001;5964
17;Girona;Total;2000;5849
17;Girona;Total;1999;5271
17;Girona;Total;1998;5249
17;Girona;Total;1997;5300
17;Girona;Total;1996;5122
17;Girona;Total;1995;4928
17;Girona;Total;1994;5140
17;Girona;Total;1993;5276
17;Girona;Total;1992;5442
17;Girona;Total;1991;5325
17;Girona;Total;1990;5307
17;Girona;Total;1989;5120
17;Girona;Total;1988;5145
17;Girona;Total;1987;5021
17;Girona;Total;1986;5054
17;Girona;Total;1985;5336
17;Girona;Total;1984;5300
17;Girona;Total;1983;5587
17;Girona;Total;1982;5949
17;Girona;Total;1981;6126
17;Girona;Total;1980;6949
17;Girona;Total;1979;7695
17;Girona;Total;1978;7838
17;Girona;Total;1977;7853
17;Girona;Total;1976;7954
17;Girona;Total;1975;7860
17;Girona;Hombres;2021;3097
17;Girona;Hombres;2020;3259
17;Girona;Hombres;2019;3289
17;Girona;Hombres;2018;3473
17;Girona;Hombres;2017;3583
17;Girona;Hombres;2016;3697
17;Girona;Hombres;2015;3917
17;Girona;Hombres;2014;3856
17;Girona;Hombres;2013;3855
17;Girona;Hombres;2012;4139
17;Girona;Hombres;2011;4350
17;Girona;Hombres;2010;4571
17;Girona;Hombres;2009;4719
17;Girona;Hombres;2008;4735
17;Girona;Hombres;2007;4407
17;Girona;Hombres;2006;4288
17;Girona;Hombres;2005;3990
17;Girona;Hombres;2004;3792
17;Girona;Hombres;2003;3631
17;Girona;Hombres;2002;3284
17;Girona;Hombres;2001;3043
17;Girona;Hombres;2000;2986
17;Girona;Hombres;1999;2686
17;Girona;Hombres;1998;2696
17;Girona;Hombres;1997;2727
17;Girona;Hombres;1996;2597
17;Girona;Hombres;1995;2563
17;Girona;Hombres;1994;2656
17;Girona;Hombres;1993;2744
17;Girona;Hombres;1992;2747
17;Girona;Hombres;1991;2714
17;Girona;Hombres;1990;2765
17;Girona;Hombres;1989;2629
17;Girona;Hombres;1988;2660
17;Girona;Hombres;1987;2593
17;Girona;Hombres;1986;2636
17;Girona;Hombres;1985;2762
17;Girona;Hombres;1984;2774
17;Girona;Hombres;1983;2878
17;Girona;Hombres;1982;3088
17;Girona;Hombres;1981;3181
17;Girona;Hombres;1980;3620
17;Girona;Hombres;1979;3996
17;Girona;Hombres;1978;4116
17;Girona;Hombres;1977;4090
17;Girona;Hombres;1976;4146
17;Girona;Hombres;1975;4082
17;Girona;Mujeres;2021;2980
17;Girona;Mujeres;2020;3075
17;Girona;Mujeres;2019;3148
17;Girona;Mujeres;2018;3272
17;Girona;Mujeres;2017;3439
17;Girona;Mujeres;2016;3478
17;Girona;Mujeres;2015;3623
17;Girona;Mujeres;2014;3549
17;Girona;Mujeres;2013;3654
17;Girona;Mujeres;2012;3898
17;Girona;Mujeres;2011;4164
17;Girona;Mujeres;2010;4365
17;Girona;Mujeres;2009;4297
17;Girona;Mujeres;2008;4599
17;Girona;Mujeres;2007;4023
17;Girona;Mujeres;2006;4155
17;Girona;Mujeres;2005;3674
17;Girona;Mujeres;2004;3660
17;Girona;Mujeres;2003;3389
17;Girona;Mujeres;2002;2947
17;Girona;Mujeres;2001;2921
17;Girona;Mujeres;2000;2863
17;Girona;Mujeres;1999;2585
17;Girona;Mujeres;1998;2553
17;Girona;Mujeres;1997;2573
17;Girona;Mujeres;1996;2525
17;Girona;Mujeres;1995;2365
17;Girona;Mujeres;1994;2484
17;Girona;Mujeres;1993;2532
17;Girona;Mujeres;1992;2695
17;Girona;Mujeres;1991;2611
17;Girona;Mujeres;1990;2542
17;Girona;Mujeres;1989;2491
17;Girona;Mujeres;1988;2485
17;Girona;Mujeres;1987;2428
17;Girona;Mujeres;1986;2418
17;Girona;Mujeres;1985;2574
17;Girona;Mujeres;1984;2526
17;Girona;Mujeres;1983;2709
17;Girona;Mujeres;1982;2861
17;Girona;Mujeres;1981;2945
17;Girona;Mujeres;1980;3329
17;Girona;Mujeres;1979;3699
17;Girona;Mujeres;1978;3722
17;Girona;Mujeres;1977;3763
17;Girona;Mujeres;1976;3808
17;Girona;Mujeres;1975;3778
18;Granada;Total;2021;7083
18;Granada;Total;2020;7050
18;Granada;Total;2019;7636
18;Granada;Total;2018;7441
18;Granada;Total;2017;7968
18;Granada;Total;2016;8635
18;Granada;Total;2015;8606
18;Granada;Total;2014;8505
18;Granada;Total;2013;8340
18;Granada;Total;2012;9079
18;Granada;Total;2011;9260
18;Granada;Total;2010;9400
18;Granada;Total;2009;9704
18;Granada;Total;2008;10546
18;Granada;Total;2007;10412
18;Granada;Total;2006;10021
18;Granada;Total;2005;9707
18;Granada;Total;2004;9497
18;Granada;Total;2003;9085
18;Granada;Total;2002;8556
18;Granada;Total;2001;8865
18;Granada;Total;2000;8812
18;Granada;Total;1999;8560
18;Granada;Total;1998;8648
18;Granada;Total;1997;8857
18;Granada;Total;1996;8973
18;Granada;Total;1995;9194
18;Granada;Total;1994;9159
18;Granada;Total;1993;9641
18;Granada;Total;1992;9961
18;Granada;Total;1991;10213
18;Granada;Total;1990;10199
18;Granada;Total;1989;10147
18;Granada;Total;1988;10322
18;Granada;Total;1987;10645
18;Granada;Total;1986;10674
18;Granada;Total;1985;10978
18;Granada;Total;1984;11284
18;Granada;Total;1983;11366
18;Granada;Total;1982;11821
18;Granada;Total;1981;11930
18;Granada;Total;1980;12641
18;Granada;Total;1979;13048
18;Granada;Total;1978;13305
18;Granada;Total;1977;13429
18;Granada;Total;1976;13612
18;Granada;Total;1975;13645
18;Granada;Hombres;2021;3578
18;Granada;Hombres;2020;3495
18;Granada;Hombres;2019;3877
18;Granada;Hombres;2018;3844
18;Granada;Hombres;2017;4082
18;Granada;Hombres;2016;4519
18;Granada;Hombres;2015;4466
18;Granada;Hombres;2014;4409
18;Granada;Hombres;2013;4331
18;Granada;Hombres;2012;4746
18;Granada;Hombres;2011;4788
18;Granada;Hombres;2010;4840
18;Granada;Hombres;2009;4955
18;Granada;Hombres;2008;5501
18;Granada;Hombres;2007;5309
18;Granada;Hombres;2006;5158
18;Granada;Hombres;2005;5000
18;Granada;Hombres;2004;4847
18;Granada;Hombres;2003;4619
18;Granada;Hombres;2002;4464
18;Granada;Hombres;2001;4562
18;Granada;Hombres;2000;4554
18;Granada;Hombres;1999;4408
18;Granada;Hombres;1998;4437
18;Granada;Hombres;1997;4496
18;Granada;Hombres;1996;4614
18;Granada;Hombres;1995;4724
18;Granada;Hombres;1994;4738
18;Granada;Hombres;1993;4978
18;Granada;Hombres;1992;5054
18;Granada;Hombres;1991;5321
18;Granada;Hombres;1990;5324
18;Granada;Hombres;1989;5270
18;Granada;Hombres;1988;5248
18;Granada;Hombres;1987;5452
18;Granada;Hombres;1986;5500
18;Granada;Hombres;1985;5691
18;Granada;Hombres;1984;5785
18;Granada;Hombres;1983;5918
18;Granada;Hombres;1982;6062
18;Granada;Hombres;1981;6091
18;Granada;Hombres;1980;6620
18;Granada;Hombres;1979;6628
18;Granada;Hombres;1978;6952
18;Granada;Hombres;1977;6930
18;Granada;Hombres;1976;6971
18;Granada;Hombres;1975;7021
18;Granada;Mujeres;2021;3505
18;Granada;Mujeres;2020;3555
18;Granada;Mujeres;2019;3759
18;Granada;Mujeres;2018;3597
18;Granada;Mujeres;2017;3886
18;Granada;Mujeres;2016;4116
18;Granada;Mujeres;2015;4140
18;Granada;Mujeres;2014;4096
18;Granada;Mujeres;2013;4009
18;Granada;Mujeres;2012;4333
18;Granada;Mujeres;2011;4472
18;Granada;Mujeres;2010;4560
18;Granada;Mujeres;2009;4749
18;Granada;Mujeres;2008;5045
18;Granada;Mujeres;2007;5103
18;Granada;Mujeres;2006;4863
18;Granada;Mujeres;2005;4707
18;Granada;Mujeres;2004;4650
18;Granada;Mujeres;2003;4466
18;Granada;Mujeres;2002;4092
18;Granada;Mujeres;2001;4303
18;Granada;Mujeres;2000;4258
18;Granada;Mujeres;1999;4152
18;Granada;Mujeres;1998;4211
18;Granada;Mujeres;1997;4361
18;Granada;Mujeres;1996;4359
18;Granada;Mujeres;1995;4470
18;Granada;Mujeres;1994;4421
18;Granada;Mujeres;1993;4663
18;Granada;Mujeres;1992;4907
18;Granada;Mujeres;1991;4892
18;Granada;Mujeres;1990;4875
18;Granada;Mujeres;1989;4877
18;Granada;Mujeres;1988;5074
18;Granada;Mujeres;1987;5193
18;Granada;Mujeres;1986;5174
18;Granada;Mujeres;1985;5287
18;Granada;Mujeres;1984;5499
18;Granada;Mujeres;1983;5448
18;Granada;Mujeres;1982;5759
18;Granada;Mujeres;1981;5839
18;Granada;Mujeres;1980;6021
18;Granada;Mujeres;1979;6420
18;Granada;Mujeres;1978;6353
18;Granada;Mujeres;1977;6499
18;Granada;Mujeres;1976;6641
18;Granada;Mujeres;1975;6624
19;Guadalajara;Total;2021;1881
19;Guadalajara;Total;2020;1945
19;Guadalajara;Total;2019;2084
19;Guadalajara;Total;2018;2114
19;Guadalajara;Total;2017;2192
19;Guadalajara;Total;2016;2363
19;Guadalajara;Total;2015;2455
19;Guadalajara;Total;2014;2444
19;Guadalajara;Total;2013;2581
19;Guadalajara;Total;2012;2843
19;Guadalajara;Total;2011;2968
19;Guadalajara;Total;2010;3095
19;Guadalajara;Total;2009;3123
19;Guadalajara;Total;2008;3152
19;Guadalajara;Total;2007;2847
19;Guadalajara;Total;2006;2710
19;Guadalajara;Total;2005;2330
19;Guadalajara;Total;2004;2220
19;Guadalajara;Total;2003;2135
19;Guadalajara;Total;2002;1898
19;Guadalajara;Total;2001;1740
19;Guadalajara;Total;2000;1773
19;Guadalajara;Total;1999;1588
19;Guadalajara;Total;1998;1471
19;Guadalajara;Total;1997;1454
19;Guadalajara;Total;1996;1426
19;Guadalajara;Total;1995;1413
19;Guadalajara;Total;1994;1358
19;Guadalajara;Total;1993;1384
19;Guadalajara;Total;1992;1448
19;Guadalajara;Total;1991;1359
19;Guadalajara;Total;1990;1320
19;Guadalajara;Total;1989;1341
19;Guadalajara;Total;1988;1513
