Codigo;Provincias;Sexo;Periodo;Total
22;Huesca;Total;1989;1675
22;Huesca;Total;1988;1721
22;Huesca;Total;1987;1832
22;Huesca;Total;1986;1949
22;Huesca;Total;1985;1986
22;Huesca;Total;1984;2039
22;Huesca;Total;1983;2107
22;Huesca;Total;1982;2304
22;Huesca;Total;1981;2327
22;Huesca;Total;1980;2687
22;Huesca;Total;1979;2609
22;Huesca;Total;1978;2703
22;Huesca;Total;1977;2790
22;Huesca;Total;1976;2806
22;Huesca;Total;1975;2794
22;Huesca;Hombres;2021;821
22;Huesca;Hombres;2020;759
22;Huesca;Hombres;2019;837
22;Huesca;Hombres;2018;861
22;Huesca;Hombres;2017;888
22;Huesca;Hombres;2016;888
22;Huesca;Hombres;2015;946
22;Huesca;Hombres;2014;883
22;Huesca;Hombres;2013;971
22;Huesca;Hombres;2012;981
22;Huesca;Hombres;2011;965
22;Huesca;Hombres;2010;997
22;Huesca;Hombres;2009;1079
22;Huesca;Hombres;2008;1092
22;Huesca;Hombres;2007;989
22;Huesca;Hombres;2006;969
22;Huesca;Hombres;2005;935
22;Huesca;Hombres;2004;948
22;Huesca;Hombres;2003;851
22;Huesca;Hombres;2002;848
22;Huesca;Hombres;2001;825
22;Huesca;Hombres;2000;779
22;Huesca;Hombres;1999;798
22;Huesca;Hombres;1998;827
22;Huesca;Hombres;1997;781
22;Huesca;Hombres;1996;804
22;Huesca;Hombres;1995;837
22;Huesca;Hombres;1994;857
22;Huesca;Hombres;1993;771
22;Huesca;Hombres;1992;868
22;Huesca;Hombres;1991;874
22;Huesca;Hombres;1990;842
22;Huesca;Hombres;1989;901
22;Huesca;Hombres;1988;922
22;Huesca;Hombres;1987;914
22;Huesca;Hombres;1986;976
22;Huesca;Hombres;1985;1076
22;Huesca;Hombres;1984;1079
22;Huesca;Hombres;1983;1103
22;Huesca;Hombres;1982;1186
22;Huesca;Hombres;1981;1217
22;Huesca;Hombres;1980;1415
22;Huesca;Hombres;1979;1358
22;Huesca;Hombres;1978;1388
22;Huesca;Hombres;1977;1495
22;Huesca;Hombres;1976;1420
22;Huesca;Hombres;1975;1430
22;Huesca;Mujeres;2021;752
22;Huesca;Mujeres;2020;727
22;Huesca;Mujeres;2019;743
22;Huesca;Mujeres;2018;790
22;Huesca;Mujeres;2017;835
22;Huesca;Mujeres;2016;833
22;Huesca;Mujeres;2015;924
22;Huesca;Mujeres;2014;850
22;Huesca;Mujeres;2013;950
22;Huesca;Mujeres;2012;918
22;Huesca;Mujeres;2011;964
22;Huesca;Mujeres;2010;998
22;Huesca;Mujeres;2009;993
22;Huesca;Mujeres;2008;1049
22;Huesca;Mujeres;2007;955
22;Huesca;Mujeres;2006;929
22;Huesca;Mujeres;2005;866
22;Huesca;Mujeres;2004;892
22;Huesca;Mujeres;2003;801
22;Huesca;Mujeres;2002;775
22;Huesca;Mujeres;2001;823
22;Huesca;Mujeres;2000;794
22;Huesca;Mujeres;1999;791
22;Huesca;Mujeres;1998;725
22;Huesca;Mujeres;1997;775
22;Huesca;Mujeres;1996;799
22;Huesca;Mujeres;1995;732
22;Huesca;Mujeres;1994;790
22;Huesca;Mujeres;1993;722
22;Huesca;Mujeres;1992;853
22;Huesca;Mujeres;1991;805
22;Huesca;Mujeres;1990;799
22;Huesca;Mujeres;1989;774
22;Huesca;Mujeres;1988;799
22;Huesca;Mujeres;1987;918
22;Huesca;Mujeres;1986;973
22;Huesca;Mujeres;1985;910
22;Huesca;Mujeres;1984;960
22;Huesca;Mujeres;1983;1004
22;Huesca;Mujeres;1982;1118
22;Huesca;Mujeres;1981;1110
22;Huesca;Mujeres;1980;1272
22;Huesca;Mujeres;1979;1251
22;Huesca;Mujeres;1978;1315
22;Huesca;Mujeres;1977;1295
22;Huesca;Mujeres;1976;1386
22;Huesca;Mujeres;1975;1364
23;Jaén;Total;2021;4499
23;Jaén;Total;2020;4527
23;Jaén;Total;2019;4736
23;Jaén;Total;2018;4886
23;Jaén;Total;2017;4900
23;Jaén;Total;2016;5348
23;Jaén;Total;2015;5425
23;Jaén;Total;2014;5587
23;Jaén;Total;2013;5523
23;Jaén;Total;2012;5936
23;Jaén;Total;2011;6187
23;Jaén;Total;2010;6309
23;Jaén;Total;2009;6608
23;Jaén;Total;2008;7068
23;Jaén;Total;2007;6741
23;Jaén;Total;2006;6876
23;Jaén;Total;2005;6601
23;Jaén;Total;2004;6756
23;Jaén;Total;2003;6688
23;Jaén;Total;2002;6527
23;Jaén;Total;2001;6446
23;Jaén;Total;2000;6770
23;Jaén;Total;1999;7136
23;Jaén;Total;1998;6766
23;Jaén;Total;1997;7028
23;Jaén;Total;1996;7096
23;Jaén;Total;1995;7468
23;Jaén;Total;1994;7818
23;Jaén;Total;1993;8397
23;Jaén;Total;1992;8252
23;Jaén;Total;1991;8314
23;Jaén;Total;1990;8316
23;Jaén;Total;1989;8823
23;Jaén;Total;1988;8705
23;Jaén;Total;1987;8810
23;Jaén;Total;1986;9216
23;Jaén;Total;1985;9166
23;Jaén;Total;1984;9566
23;Jaén;Total;1983;9603
23;Jaén;Total;1982;9814
23;Jaén;Total;1981;9697
23;Jaén;Total;1980;10605
23;Jaén;Total;1979;10413
23;Jaén;Total;1978;10274
23;Jaén;Total;1977;10350
23;Jaén;Total;1976;10846
23;Jaén;Total;1975;10739
23;Jaén;Hombres;2021;2317
23;Jaén;Hombres;2020;2343
23;Jaén;Hombres;2019;2454
23;Jaén;Hombres;2018;2529
23;Jaén;Hombres;2017;2475
23;Jaén;Hombres;2016;2803
23;Jaén;Hombres;2015;2805
23;Jaén;Hombres;2014;2810
23;Jaén;Hombres;2013;2797
23;Jaén;Hombres;2012;3134
23;Jaén;Hombres;2011;3139
23;Jaén;Hombres;2010;3269
23;Jaén;Hombres;2009;3371
23;Jaén;Hombres;2008;3668
23;Jaén;Hombres;2007;3498
23;Jaén;Hombres;2006;3489
23;Jaén;Hombres;2005;3396
23;Jaén;Hombres;2004;3507
23;Jaén;Hombres;2003;3405
23;Jaén;Hombres;2002;3382
23;Jaén;Hombres;2001;3329
23;Jaén;Hombres;2000;3502
23;Jaén;Hombres;1999;3773
23;Jaén;Hombres;1998;3546
23;Jaén;Hombres;1997;3624
23;Jaén;Hombres;1996;3671
23;Jaén;Hombres;1995;3868
23;Jaén;Hombres;1994;4117
23;Jaén;Hombres;1993;4372
23;Jaén;Hombres;1992;4204
23;Jaén;Hombres;1991;4354
23;Jaén;Hombres;1990;4269
23;Jaén;Hombres;1989;4533
23;Jaén;Hombres;1988;4518
23;Jaén;Hombres;1987;4495
23;Jaén;Hombres;1986;4743
23;Jaén;Hombres;1985;4688
23;Jaén;Hombres;1984;4991
23;Jaén;Hombres;1983;4914
23;Jaén;Hombres;1982;5070
23;Jaén;Hombres;1981;5139
23;Jaén;Hombres;1980;5544
23;Jaén;Hombres;1979;5473
23;Jaén;Hombres;1978;5287
23;Jaén;Hombres;1977;5395
23;Jaén;Hombres;1976;5616
23;Jaén;Hombres;1975;5628
23;Jaén;Mujeres;2021;2182
23;Jaén;Mujeres;2020;2184
23;Jaén;Mujeres;2019;2282
23;Jaén;Mujeres;2018;2357
23;Jaén;Mujeres;2017;2425
23;Jaén;Mujeres;2016;2545
23;Jaén;Mujeres;2015;2620
23;Jaén;Mujeres;2014;2777
23;Jaén;Mujeres;2013;2726
23;Jaén;Mujeres;2012;2802
23;Jaén;Mujeres;2011;3048
23;Jaén;Mujeres;2010;3040
23;Jaén;Mujeres;2009;3237
23;Jaén;Mujeres;2008;3400
23;Jaén;Mujeres;2007;3243
23;Jaén;Mujeres;2006;3387
23;Jaén;Mujeres;2005;3205
23;Jaén;Mujeres;2004;3249
23;Jaén;Mujeres;2003;3283
23;Jaén;Mujeres;2002;3145
23;Jaén;Mujeres;2001;3117
23;Jaén;Mujeres;2000;3268
23;Jaén;Mujeres;1999;3363
23;Jaén;Mujeres;1998;3220
23;Jaén;Mujeres;1997;3404
23;Jaén;Mujeres;1996;3425
23;Jaén;Mujeres;1995;3600
23;Jaén;Mujeres;1994;3701
23;Jaén;Mujeres;1993;4025
23;Jaén;Mujeres;1992;4048
23;Jaén;Mujeres;1991;3960
23;Jaén;Mujeres;1990;4047
23;Jaén;Mujeres;1989;4290
23;Jaén;Mujeres;1988;4187
23;Jaén;Mujeres;1987;4315
23;Jaén;Mujeres;1986;4473
23;Jaén;Mujeres;1985;4478
23;Jaén;Mujeres;1984;4575
23;Jaén;Mujeres;1983;4689
23;Jaén;Mujeres;1982;4744
23;Jaén;Mujeres;1981;4558
23;Jaén;Mujeres;1980;5061
23;Jaén;Mujeres;1979;4940
23;Jaén;Mujeres;1978;4987
23;Jaén;Mujeres;1977;4955
23;Jaén;Mujeres;1976;5230
23;Jaén;Mujeres;1975;5111
24;León;Total;2021;2301
24;León;Total;2020;2276
24;León;Total;2019;2370
24;León;Total;2018;2633
24;León;Total;2017;2634
24;León;Total;2016;2869
24;León;Total;2015;3026
24;León;Total;2014;3038
24;León;Total;2013;3044
24;León;Total;2012;3200
24;León;Total;2011;3333
24;León;Total;2010;3438
24;León;Total;2009;3485
24;León;Total;2008;3511
24;León;Total;2007;3515
24;León;Total;2006;3294
24;León;Total;2005;3313
24;León;Total;2004;3304
24;León;Total;2003;3237
24;León;Total;2002;3182
24;León;Total;2001;3188
24;León;Total;2000;3200
24;León;Total;1999;3155
24;León;Total;1998;3225
24;León;Total;1997;3360
24;León;Total;1996;3240
24;León;Total;1995;3307
24;León;Total;1994;3387
24;León;Total;1993;3591
24;León;Total;1992;3832
24;León;Total;1991;4054
24;León;Total;1990;4147
24;León;Total;1989;4358
24;León;Total;1988;4537
24;León;Total;1987;4813
24;León;Total;1986;5203
24;León;Total;1985;5513
24;León;Total;1984;5962
24;León;Total;1983;6013
24;León;Total;1982;6330
24;León;Total;1981;6460
24;León;Total;1980;6697
24;León;Total;1979;6979
24;León;Total;1978;7222
24;León;Total;1977;7179
24;León;Total;1976;7349
24;León;Total;1975;7052
24;León;Hombres;2021;1180
24;León;Hombres;2020;1164
24;León;Hombres;2019;1219
24;León;Hombres;2018;1370
24;León;Hombres;2017;1310
24;León;Hombres;2016;1502
24;León;Hombres;2015;1593
24;León;Hombres;2014;1599
24;León;Hombres;2013;1596
24;León;Hombres;2012;1659
24;León;Hombres;2011;1714
24;León;Hombres;2010;1718
24;León;Hombres;2009;1791
24;León;Hombres;2008;1808
24;León;Hombres;2007;1794
24;León;Hombres;2006;1711
24;León;Hombres;2005;1737
24;León;Hombres;2004;1702
24;León;Hombres;2003;1615
24;León;Hombres;2002;1603
24;León;Hombres;2001;1653
24;León;Hombres;2000;1647
24;León;Hombres;1999;1607
24;León;Hombres;1998;1723
24;León;Hombres;1997;1760
24;León;Hombres;1996;1670
24;León;Hombres;1995;1722
24;León;Hombres;1994;1772
24;León;Hombres;1993;1874
24;León;Hombres;1992;2019
24;León;Hombres;1991;2113
24;León;Hombres;1990;2087
24;León;Hombres;1989;2231
24;León;Hombres;1988;2324
24;León;Hombres;1987;2492
24;León;Hombres;1986;2692
24;León;Hombres;1985;2927
24;León;Hombres;1984;3066
24;León;Hombres;1983;3080
24;León;Hombres;1982;3213
24;León;Hombres;1981;3345
24;León;Hombres;1980;3458
24;León;Hombres;1979;3583
24;León;Hombres;1978;3731
24;León;Hombres;1977;3660
24;León;Hombres;1976;3793
24;León;Hombres;1975;3633
24;León;Mujeres;2021;1121
24;León;Mujeres;2020;1112
24;León;Mujeres;2019;1151
24;León;Mujeres;2018;1263
24;León;Mujeres;2017;1324
24;León;Mujeres;2016;1367
24;León;Mujeres;2015;1433
24;León;Mujeres;2014;1439
24;León;Mujeres;2013;1448
24;León;Mujeres;2012;1541
24;León;Mujeres;2011;1619
24;León;Mujeres;2010;1720
24;León;Mujeres;2009;1694
24;León;Mujeres;2008;1703
24;León;Mujeres;2007;1721
24;León;Mujeres;2006;1583
24;León;Mujeres;2005;1576
24;León;Mujeres;2004;1602
24;León;Mujeres;2003;1622
24;León;Mujeres;2002;1579
24;León;Mujeres;2001;1535
24;León;Mujeres;2000;1553
24;León;Mujeres;1999;1548
24;León;Mujeres;1998;1502
24;León;Mujeres;1997;1600
24;León;Mujeres;1996;1570
24;León;Mujeres;1995;1585
24;León;Mujeres;1994;1615
24;León;Mujeres;1993;1717
24;León;Mujeres;1992;1813
24;León;Mujeres;1991;1941
24;León;Mujeres;1990;2060
24;León;Mujeres;1989;2127
24;León;Mujeres;1988;2213
24;León;Mujeres;1987;2321
24;León;Mujeres;1986;2511
24;León;Mujeres;1985;2586
24;León;Mujeres;1984;2896
24;León;Mujeres;1983;2933
24;León;Mujeres;1982;3117
24;León;Mujeres;1981;3115
24;León;Mujeres;1980;3239
24;León;Mujeres;1979;3396
24;León;Mujeres;1978;3491
24;León;Mujeres;1977;3519
24;León;Mujeres;1976;3556
24;León;Mujeres;1975;3419
25;Lleida;Total;2021;3216
25;Lleida;Total;2020;3399
25;Lleida;Total;2019;3485
25;Lleida;Total;2018;3497
25;Lleida;Total;2017;3735
25;Lleida;Total;2016;3840
25;Lleida;Total;2015;3985
25;Lleida;Total;2014;4157
25;Lleida;Total;2013;4124
25;Lleida;Total;2012;4399
25;Lleida;Total;2011;4633
25;Lleida;Total;2010;4859
25;Lleida;Total;2009;4977
25;Lleida;Total;2008;5191
25;Lleida;Total;2007;4557
25;Lleida;Total;2006;4378
25;Lleida;Total;2005;4275
25;Lleida;Total;2004;3982
25;Lleida;Total;2003;3791
25;Lleida;Total;2002;3419
25;Lleida;Total;2001;3378
25;Lleida;Total;2000;3301
25;Lleida;Total;1999;3140
25;Lleida;Total;1998;3035
25;Lleida;Total;1997;3025
25;Lleida;Total;1996;2962
25;Lleida;Total;1995;2956
25;Lleida;Total;1994;2975
25;Lleida;Total;1993;3245
25;Lleida;Total;1992;3335
25;Lleida;Total;1991;3101
25;Lleida;Total;1990;3113
25;Lleida;Total;1989;3169
25;Lleida;Total;1988;3258
25;Lleida;Total;1987;3204
25;Lleida;Total;1986;3248
25;Lleida;Total;1985;3563
25;Lleida;Total;1984;3558
25;Lleida;Total;1983;3766
25;Lleida;Total;1982;4128
25;Lleida;Total;1981;4012
25;Lleida;Total;1980;4402
25;Lleida;Total;1979;4812
25;Lleida;Total;1978;5025
25;Lleida;Total;1977;5075
25;Lleida;Total;1976;5358
25;Lleida;Total;1975;5090
25;Lleida;Hombres;2021;1679
25;Lleida;Hombres;2020;1689
25;Lleida;Hombres;2019;1786
25;Lleida;Hombres;2018;1811
25;Lleida;Hombres;2017;1908
25;Lleida;Hombres;2016;1950
25;Lleida;Hombres;2015;2057
25;Lleida;Hombres;2014;2128
25;Lleida;Hombres;2013;2104
25;Lleida;Hombres;2012;2231
25;Lleida;Hombres;2011;2360
25;Lleida;Hombres;2010;2534
25;Lleida;Hombres;2009;2619
25;Lleida;Hombres;2008;2643
25;Lleida;Hombres;2007;2347
25;Lleida;Hombres;2006;2276
25;Lleida;Hombres;2005;2174
25;Lleida;Hombres;2004;2013
25;Lleida;Hombres;2003;1950
25;Lleida;Hombres;2002;1775
25;Lleida;Hombres;2001;1748
25;Lleida;Hombres;2000;1659
25;Lleida;Hombres;1999;1612
25;Lleida;Hombres;1998;1558
25;Lleida;Hombres;1997;1497
25;Lleida;Hombres;1996;1547
25;Lleida;Hombres;1995;1577
25;Lleida;Hombres;1994;1507
25;Lleida;Hombres;1993;1663
25;Lleida;Hombres;1992;1710
25;Lleida;Hombres;1991;1604
25;Lleida;Hombres;1990;1618
25;Lleida;Hombres;1989;1608
25;Lleida;Hombres;1988;1682
25;Lleida;Hombres;1987;1650
25;Lleida;Hombres;1986;1633
25;Lleida;Hombres;1985;1855
25;Lleida;Hombres;1984;1907
25;Lleida;Hombres;1983;1943
25;Lleida;Hombres;1982;2129
25;Lleida;Hombres;1981;2169
25;Lleida;Hombres;1980;2279
25;Lleida;Hombres;1979;2424
25;Lleida;Hombres;1978;2561
25;Lleida;Hombres;1977;2628
25;Lleida;Hombres;1976;2750
25;Lleida;Hombres;1975;2644
25;Lleida;Mujeres;2021;1537
25;Lleida;Mujeres;2020;1710
25;Lleida;Mujeres;2019;1699
25;Lleida;Mujeres;2018;1686
25;Lleida;Mujeres;2017;1827
25;Lleida;Mujeres;2016;1890
25;Lleida;Mujeres;2015;1928
25;Lleida;Mujeres;2014;2029
25;Lleida;Mujeres;2013;2020
25;Lleida;Mujeres;2012;2168
25;Lleida;Mujeres;2011;2273
25;Lleida;Mujeres;2010;2325
25;Lleida;Mujeres;2009;2358
25;Lleida;Mujeres;2008;2548
25;Lleida;Mujeres;2007;2210
25;Lleida;Mujeres;2006;2102
25;Lleida;Mujeres;2005;2101
25;Lleida;Mujeres;2004;1969
25;Lleida;Mujeres;2003;1841
25;Lleida;Mujeres;2002;1644
25;Lleida;Mujeres;2001;1630
25;Lleida;Mujeres;2000;1642
25;Lleida;Mujeres;1999;1528
25;Lleida;Mujeres;1998;1477
25;Lleida;Mujeres;1997;1528
25;Lleida;Mujeres;1996;1415
25;Lleida;Mujeres;1995;1379
25;Lleida;Mujeres;1994;1468
25;Lleida;Mujeres;1993;1582
25;Lleida;Mujeres;1992;1625
25;Lleida;Mujeres;1991;1497
25;Lleida;Mujeres;1990;1495
25;Lleida;Mujeres;1989;1561
25;Lleida;Mujeres;1988;1576
25;Lleida;Mujeres;1987;1554
25;Lleida;Mujeres;1986;1615
25;Lleida;Mujeres;1985;1708
25;Lleida;Mujeres;1984;1651
25;Lleida;Mujeres;1983;1823
25;Lleida;Mujeres;1982;1999
25;Lleida;Mujeres;1981;1843
25;Lleida;Mujeres;1980;2123
25;Lleida;Mujeres;1979;2388
25;Lleida;Mujeres;1978;2464
25;Lleida;Mujeres;1977;2447
25;Lleida;Mujeres;1976;2608
25;Lleida;Mujeres;1975;2446
27;Lugo;Total;2021;1622
27;Lugo;Total;2020;1679
27;Lugo;Total;2019;1705
27;Lugo;Total;2018;1959
27;Lugo;Total;2017;2082
27;Lugo;Total;2016;2101
27;Lugo;Total;2015;2174
27;Lugo;Total;2014;2150
27;Lugo;Total;2013;2083
27;Lugo;Total;2012;2243
27;Lugo;Total;2011;2186
27;Lugo;Total;2010;2211
27;Lugo;Total;2009;2252
27;Lugo;Total;2008;2208
27;Lugo;Total;2007;2179
27;Lugo;Total;2006;2043
27;Lugo;Total;2005;2066
27;Lugo;Total;2004;2003
27;Lugo;Total;2003;2046
27;Lugo;Total;2002;1918
27;Lugo;Total;2001;1914
27;Lugo;Total;2000;2081
27;Lugo;Total;1999;1961
27;Lugo;Total;1998;2062
27;Lugo;Total;1997;2018
27;Lugo;Total;1996;1982
27;Lugo;Total;1995;2173
27;Lugo;Total;1994;2272
27;Lugo;Total;1993;2541
27;Lugo;Total;1992;2622
27;Lugo;Total;1991;2716
27;Lugo;Total;1990;2816
27;Lugo;Total;1989;2963
27;Lugo;Total;1988;3057
27;Lugo;Total;1987;3263
27;Lugo;Total;1986;3392
27;Lugo;Total;1985;3600
27;Lugo;Total;1984;3869
27;Lugo;Total;1983;4048
27;Lugo;Total;1982;4116
27;Lugo;Total;1981;4459
27;Lugo;Total;1980;4744
27;Lugo;Total;1979;4870
27;Lugo;Total;1978;4749
27;Lugo;Total;1977;4722
27;Lugo;Total;1976;4814
27;Lugo;Total;1975;4733
27;Lugo;Hombres;2021;815
27;Lugo;Hombres;2020;842
27;Lugo;Hombres;2019;908
27;Lugo;Hombres;2018;958
27;Lugo;Hombres;2017;1034
27;Lugo;Hombres;2016;1048
27;Lugo;Hombres;2015;1129
27;Lugo;Hombres;2014;1100
27;Lugo;Hombres;2013;1025
27;Lugo;Hombres;2012;1143
27;Lugo;Hombres;2011;1134
27;Lugo;Hombres;2010;1142
27;Lugo;Hombres;2009;1118
27;Lugo;Hombres;2008;1121
27;Lugo;Hombres;2007;1094
27;Lugo;Hombres;2006;1074
27;Lugo;Hombres;2005;1067
27;Lugo;Hombres;2004;1045
27;Lugo;Hombres;2003;1016
27;Lugo;Hombres;2002;1015
27;Lugo;Hombres;2001;989
27;Lugo;Hombres;2000;1042
27;Lugo;Hombres;1999;1015
27;Lugo;Hombres;1998;1049
27;Lugo;Hombres;1997;1049
27;Lugo;Hombres;1996;995
27;Lugo;Hombres;1995;1114
27;Lugo;Hombres;1994;1129
27;Lugo;Hombres;1993;1288
27;Lugo;Hombres;1992;1359
27;Lugo;Hombres;1991;1372
27;Lugo;Hombres;1990;1413
27;Lugo;Hombres;1989;1534
27;Lugo;Hombres;1988;1559
27;Lugo;Hombres;1987;1699
27;Lugo;Hombres;1986;1772
27;Lugo;Hombres;1985;1808
27;Lugo;Hombres;1984;1947
27;Lugo;Hombres;1983;2055
27;Lugo;Hombres;1982;2152
27;Lugo;Hombres;1981;2279
27;Lugo;Hombres;1980;2433
27;Lugo;Hombres;1979;2435
27;Lugo;Hombres;1978;2444
27;Lugo;Hombres;1977;2470
27;Lugo;Hombres;1976;2363
27;Lugo;Hombres;1975;2412
27;Lugo;Mujeres;2021;807
27;Lugo;Mujeres;2020;837
27;Lugo;Mujeres;2019;797
27;Lugo;Mujeres;2018;1001
27;Lugo;Mujeres;2017;1048
27;Lugo;Mujeres;2016;1053
27;Lugo;Mujeres;2015;1045
27;Lugo;Mujeres;2014;1050
27;Lugo;Mujeres;2013;1058
27;Lugo;Mujeres;2012;1100
27;Lugo;Mujeres;2011;1052
27;Lugo;Mujeres;2010;1069
27;Lugo;Mujeres;2009;1134
27;Lugo;Mujeres;2008;1087
27;Lugo;Mujeres;2007;1085
27;Lugo;Mujeres;2006;969
27;Lugo;Mujeres;2005;999
27;Lugo;Mujeres;2004;958
27;Lugo;Mujeres;2003;1030
27;Lugo;Mujeres;2002;903
27;Lugo;Mujeres;2001;925
27;Lugo;Mujeres;2000;1039
27;Lugo;Mujeres;1999;946
27;Lugo;Mujeres;1998;1013
27;Lugo;Mujeres;1997;969
27;Lugo;Mujeres;1996;987
27;Lugo;Mujeres;1995;1059
27;Lugo;Mujeres;1994;1143
27;Lugo;Mujeres;1993;1253
27;Lugo;Mujeres;1992;1263
27;Lugo;Mujeres;1991;1344
27;Lugo;Mujeres;1990;1403
27;Lugo;Mujeres;1989;1429
27;Lugo;Mujeres;1988;1498
27;Lugo;Mujeres;1987;1564
27;Lugo;Mujeres;1986;1620
27;Lugo;Mujeres;1985;1792
27;Lugo;Mujeres;1984;1922
27;Lugo;Mujeres;1983;1993
27;Lugo;Mujeres;1982;1964
27;Lugo;Mujeres;1981;2180
27;Lugo;Mujeres;1980;2311
27;Lugo;Mujeres;1979;2435
27;Lugo;Mujeres;1978;2305
27;Lugo;Mujeres;1977;2252
27;Lugo;Mujeres;1976;2451
27;Lugo;Mujeres;1975;2321
28;Madrid;Total;2021;51366
28;Madrid;Total;2020;52357
28;Madrid;Total;2019;55741
28;Madrid;Total;2018;57554
28;Madrid;Total;2017;60555
28;Madrid;Total;2016;63112
28;Madrid;Total;2015;64879
28;Madrid;Total;2014;65505
28;Madrid;Total;2013;65343
28;Madrid;Total;2012;69374
28;Madrid;Total;2011;72023
28;Madrid;Total;2010;73878
28;Madrid;Total;2009;75957
28;Madrid;Total;2008;78792
28;Madrid;Total;2007;74837
28;Madrid;Total;2006;71912
28;Madrid;Total;2005;69367
28;Madrid;Total;2004;69027
28;Madrid;Total;2003;67046
28;Madrid;Total;2002;63156
28;Madrid;Total;2001;59724
28;Madrid;Total;2000;56623
28;Madrid;Total;1999;51981
28;Madrid;Total;1998;48863
28;Madrid;Total;1997;48722
28;Madrid;Total;1996;47493
28;Madrid;Total;1995;47116
28;Madrid;Total;1994;47692
28;Madrid;Total;1993;49626
28;Madrid;Total;1992;50769
28;Madrid;Total;1991;49430
28;Madrid;Total;1990;50065
28;Madrid;Total;1989;51041
28;Madrid;Total;1988;51607
28;Madrid;Total;1987;53404
28;Madrid;Total;1986;54631
28;Madrid;Total;1985;56890
28;Madrid;Total;1984;59539
28;Madrid;Total;1983;60729
28;Madrid;Total;1982;65467
28;Madrid;Total;1981;68860
28;Madrid;Total;1980;72841
28;Madrid;Total;1979;79492
28;Madrid;Total;1978;84726
28;Madrid;Total;1977;88650
28;Madrid;Total;1976;93279
28;Madrid;Total;1975;90941
28;Madrid;Hombres;2021;26600
28;Madrid;Hombres;2020;26847
28;Madrid;Hombres;2019;28753
28;Madrid;Hombres;2018;29569
28;Madrid;Hombres;2017;31136
28;Madrid;Hombres;2016;32372
28;Madrid;Hombres;2015;33390
28;Madrid;Hombres;2014;33837
28;Madrid;Hombres;2013;33583
28;Madrid;Hombres;2012;35632
28;Madrid;Hombres;2011;36998
28;Madrid;Hombres;2010;37851
28;Madrid;Hombres;2009;39291
28;Madrid;Hombres;2008;40480
28;Madrid;Hombres;2007;38489
28;Madrid;Hombres;2006;37017
28;Madrid;Hombres;2005;35407
28;Madrid;Hombres;2004;35913
28;Madrid;Hombres;2003;34543
28;Madrid;Hombres;2002;32583
28;Madrid;Hombres;2001;30702
28;Madrid;Hombres;2000;29326
28;Madrid;Hombres;1999;26925
28;Madrid;Hombres;1998;25240
28;Madrid;Hombres;1997;25118
28;Madrid;Hombres;1996;24269
28;Madrid;Hombres;1995;24381
28;Madrid;Hombres;1994;24786
28;Madrid;Hombres;1993;25587
28;Madrid;Hombres;1992;26162
28;Madrid;Hombres;1991;25440
28;Madrid;Hombres;1990;25899
28;Madrid;Hombres;1989;26364
28;Madrid;Hombres;1988;26578
28;Madrid;Hombres;1987;27575
28;Madrid;Hombres;1986;28001
28;Madrid;Hombres;1985;29513
28;Madrid;Hombres;1984;30745
28;Madrid;Hombres;1983;31417
28;Madrid;Hombres;1982;33878
28;Madrid;Hombres;1981;35825
28;Madrid;Hombres;1980;37673
28;Madrid;Hombres;1979;41122
28;Madrid;Hombres;1978;44151
28;Madrid;Hombres;1977;45920
28;Madrid;Hombres;1976;47945
28;Madrid;Hombres;1975;47223
28;Madrid;Mujeres;2021;24766
28;Madrid;Mujeres;2020;25510
28;Madrid;Mujeres;2019;26988
28;Madrid;Mujeres;2018;27985
28;Madrid;Mujeres;2017;29419
28;Madrid;Mujeres;2016;30740
28;Madrid;Mujeres;2015;31489
28;Madrid;Mujeres;2014;31668
28;Madrid;Mujeres;2013;31760
28;Madrid;Mujeres;2012;33742
28;Madrid;Mujeres;2011;35025
28;Madrid;Mujeres;2010;36027
28;Madrid;Mujeres;2009;36666
28;Madrid;Mujeres;2008;38312
28;Madrid;Mujeres;2007;36348
28;Madrid;Mujeres;2006;34895
28;Madrid;Mujeres;2005;33960
28;Madrid;Mujeres;2004;33114
28;Madrid;Mujeres;2003;32503
28;Madrid;Mujeres;2002;30573
28;Madrid;Mujeres;2001;29022
28;Madrid;Mujeres;2000;27297
28;Madrid;Mujeres;1999;25056
28;Madrid;Mujeres;1998;23623
28;Madrid;Mujeres;1997;23604
28;Madrid;Mujeres;1996;23224
28;Madrid;Mujeres;1995;22735
28;Madrid;Mujeres;1994;22906
28;Madrid;Mujeres;1993;24039
28;Madrid;Mujeres;1992;24607
28;Madrid;Mujeres;1991;23990
28;Madrid;Mujeres;1990;24166
28;Madrid;Mujeres;1989;24677
28;Madrid;Mujeres;1988;25029
28;Madrid;Mujeres;1987;25829
28;Madrid;Mujeres;1986;26630
28;Madrid;Mujeres;1985;27377
28;Madrid;Mujeres;1984;28794
28;Madrid;Mujeres;1983;29312
28;Madrid;Mujeres;1982;31589
28;Madrid;Mujeres;1981;33035
28;Madrid;Mujeres;1980;35168
28;Madrid;Mujeres;1979;38370
28;Madrid;Mujeres;1978;40575
28;Madrid;Mujeres;1977;42730
28;Madrid;Mujeres;1976;45334
28;Madrid;Mujeres;1975;43718
29;Málaga;Total;2021;12595
29;Málaga;Total;2020;12517
29;Málaga;Total;2019;13243
