Sexo;Edad;Provincias;Periodo;Total
Ambos sexos;Total;06 Badajoz;1 de enero de 2005;664.407,405771
Ambos sexos;Total;06 Badajoz;1 de enero de 2004;659.639,75396
Ambos sexos;Total;06 Badajoz;1 de enero de 2003;656.228,18022
Ambos sexos;Total;06 Badajoz;1 de enero de 2002;655.020,024281
Ambos sexos;Total;06 Badajoz;1 de enero de 2001;654.563,168583
Ambos sexos;Total;06 Badajoz;1 de enero de 2000;654.683,77088
Ambos sexos;Total;06 Badajoz;1 de enero de 1999;655.000,464087
Ambos sexos;Total;06 Badajoz;1 de enero de 1998;655.269,921999
Ambos sexos;Total;06 Badajoz;1 de enero de 1997;655.173,771216
Ambos sexos;Total;06 Badajoz;1 de enero de 1996;655.089,999743
Ambos sexos;Total;06 Badajoz;1 de enero de 1995;654.699,113985
Ambos sexos;Total;06 Badajoz;1 de enero de 1994;653.910,130666
Ambos sexos;Total;06 Badajoz;1 de enero de 1993;653.083,998411
Ambos sexos;Total;06 Badajoz;1 de enero de 1992;651.683,28125
Ambos sexos;Total;06 Badajoz;1 de enero de 1991;650.773,292943
Ambos sexos;Total;06 Badajoz;1 de enero de 1990;651.354,848913
Ambos sexos;Total;06 Badajoz;1 de enero de 1989;651.573,771912
Ambos sexos;Total;06 Badajoz;1 de enero de 1988;651.374,037937
Ambos sexos;Total;06 Badajoz;1 de enero de 1987;650.866,997655
Ambos sexos;Total;06 Badajoz;1 de enero de 1986;650.383,561572
Ambos sexos;Total;06 Badajoz;1 de enero de 1985;649.718,512587
Ambos sexos;Total;06 Badajoz;1 de enero de 1984;648.581,598737
Ambos sexos;Total;06 Badajoz;1 de enero de 1983;647.474,69427
Ambos sexos;Total;06 Badajoz;1 de enero de 1982;645.404,049997
Ambos sexos;Total;06 Badajoz;1 de enero de 1981;644.693,697594
Ambos sexos;Total;06 Badajoz;1 de enero de 1980;650.416,428997
Ambos sexos;Total;06 Badajoz;1 de enero de 1979;656.436,98392
Ambos sexos;Total;06 Badajoz;1 de enero de 1978;662.646,184499
Ambos sexos;Total;06 Badajoz;1 de enero de 1977;668.997,331966
Ambos sexos;Total;06 Badajoz;1 de enero de 1976;674.978,283793
Ambos sexos;Total;06 Badajoz;1 de enero de 1975;680.857,374013
Ambos sexos;Total;06 Badajoz;1 de enero de 1974;686.680,140985
Ambos sexos;Total;06 Badajoz;1 de enero de 1973;692.036,360246
Ambos sexos;Total;06 Badajoz;1 de enero de 1972;696.679,398806
Ambos sexos;Total;06 Badajoz;1 de enero de 1971;701.675,46
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2022;1.223.979,928078
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2021;1.219.774,93958
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2020;1.210.724,905461
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2019;1.188.220,249105
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2018;1.166.923,27856
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2017;1.150.934,9648
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2016;1.135.527,450545
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2015;1.124.972,47693
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2014;1.115.841,066377
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2013;1.110.114,656986
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2012;1.100.715,313691
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2011;1.091.655,877762
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2010;1.083.682,850156
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2009;1.070.163,642821
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2008;1.042.855,497982
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2007;1.005.184,175053
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2006;970.288,145
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2005;940.123,859469
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2004;912.963,874821
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2003;883.410,362017
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2002;845.130,359561
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2001;830.427,7507
Ambos sexos;Total;07 Balears, Illes;1 de enero de 2000;817.312,851539
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1999;804.753,952377
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1998;792.343,053216
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1997;780.019,110579
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1996;767.951,616215
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1995;756.141,264709
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1994;744.231,547349
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1993;732.315,702331
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1992;719.712,6875
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1991;708.917,230926
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1990;705.294,333979
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1989;700.883,083934
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1988;695.729,981972
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1987;690.607,894388
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1986;685.509,031305
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1985;679.981,946403
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1984;674.147,997494
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1983;668.606,530141
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1982;662.087,166342
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1981;653.994,099692
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1980;642.780,144832
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1979;631.516,791035
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1978;620.148,926631
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1977;608.638,383982
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1976;596.494,68568
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1975;584.350,837557
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1974;571.290,680875
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1973;558.493,298982
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1972;545.497,623688
Ambos sexos;Total;07 Balears, Illes;1 de enero de 1971;532.942
Ambos sexos;Total;08 Barcelona;1 de enero de 2022;5.641.569,140423
Ambos sexos;Total;08 Barcelona;1 de enero de 2021;5.639.523,599634
Ambos sexos;Total;08 Barcelona;1 de enero de 2020;5.635.100,059794
Ambos sexos;Total;08 Barcelona;1 de enero de 2019;5.575.203,323467
Ambos sexos;Total;08 Barcelona;1 de enero de 2018;5.514.880,225161
Ambos sexos;Total;08 Barcelona;1 de enero de 2017;5.474.380,739932
Ambos sexos;Total;08 Barcelona;1 de enero de 2016;5.445.903,918853
Ambos sexos;Total;08 Barcelona;1 de enero de 2015;5.432.802,332626
Ambos sexos;Total;08 Barcelona;1 de enero de 2014;5.445.616,845844
Ambos sexos;Total;08 Barcelona;1 de enero de 2013;5.493.078,080577
Ambos sexos;Total;08 Barcelona;1 de enero de 2012;5.518.276,275478
Ambos sexos;Total;08 Barcelona;1 de enero de 2011;5.505.667,266341
Ambos sexos;Total;08 Barcelona;1 de enero de 2010;5.488.632,659951
Ambos sexos;Total;08 Barcelona;1 de enero de 2009;5.465.841,049962
Ambos sexos;Total;08 Barcelona;1 de enero de 2008;5.387.705,88256
Ambos sexos;Total;08 Barcelona;1 de enero de 2007;5.297.174,105318
Ambos sexos;Total;08 Barcelona;1 de enero de 2006;5.221.847,941713
Ambos sexos;Total;08 Barcelona;1 de enero de 2005;5.143.471,534653
Ambos sexos;Total;08 Barcelona;1 de enero de 2004;5.052.806,687057
Ambos sexos;Total;08 Barcelona;1 de enero de 2003;4.956.071,793643
Ambos sexos;Total;08 Barcelona;1 de enero de 2002;4.835.591,745752
Ambos sexos;Total;08 Barcelona;1 de enero de 2001;4.789.261,040699
Ambos sexos;Total;08 Barcelona;1 de enero de 2000;4.771.151,48954
Ambos sexos;Total;08 Barcelona;1 de enero de 1999;4.757.760,211107
Ambos sexos;Total;08 Barcelona;1 de enero de 1998;4.745.349,226795
Ambos sexos;Total;08 Barcelona;1 de enero de 1997;4.732.285,242477
Ambos sexos;Total;08 Barcelona;1 de enero de 1996;4.720.115,982301
Ambos sexos;Total;08 Barcelona;1 de enero de 1995;4.708.423,607836
Ambos sexos;Total;08 Barcelona;1 de enero de 1994;4.695.394,282155
Ambos sexos;Total;08 Barcelona;1 de enero de 1993;4.682.089,041578
Ambos sexos;Total;08 Barcelona;1 de enero de 1992;4.666.998,140625
Ambos sexos;Total;08 Barcelona;1 de enero de 1991;4.657.121,149686
Ambos sexos;Total;08 Barcelona;1 de enero de 1990;4.665.448,047825
Ambos sexos;Total;08 Barcelona;1 de enero de 1989;4.670.249,989048
Ambos sexos;Total;08 Barcelona;1 de enero de 1988;4.672.160,293777
Ambos sexos;Total;08 Barcelona;1 de enero de 1987;4.671.597,124825
Ambos sexos;Total;08 Barcelona;1 de enero de 1986;4.668.178,475873
Ambos sexos;Total;08 Barcelona;1 de enero de 1985;4.660.899,508138
Ambos sexos;Total;08 Barcelona;1 de enero de 1984;4.652.803,085862
Ambos sexos;Total;08 Barcelona;1 de enero de 1983;4.647.064,614669
Ambos sexos;Total;08 Barcelona;1 de enero de 1982;4.634.767,232262
Ambos sexos;Total;08 Barcelona;1 de enero de 1981;4.612.172,006814
Ambos sexos;Total;08 Barcelona;1 de enero de 1980;4.556.609,660022
Ambos sexos;Total;08 Barcelona;1 de enero de 1979;4.498.515,854545
Ambos sexos;Total;08 Barcelona;1 de enero de 1978;4.433.269,120697
Ambos sexos;Total;08 Barcelona;1 de enero de 1977;4.362.865,391364
Ambos sexos;Total;08 Barcelona;1 de enero de 1976;4.291.546,600837
Ambos sexos;Total;08 Barcelona;1 de enero de 1975;4.215.016,525519
Ambos sexos;Total;08 Barcelona;1 de enero de 1974;4.136.261,317947
Ambos sexos;Total;08 Barcelona;1 de enero de 1973;4.061.858,044073
Ambos sexos;Total;08 Barcelona;1 de enero de 1972;3.986.044,988257
Ambos sexos;Total;08 Barcelona;1 de enero de 1971;3.914.942,63
Ambos sexos;Total;48 Bizkaia;1 de enero de 2022;1.133.681,437875
Ambos sexos;Total;48 Bizkaia;1 de enero de 2021;1.139.871,329442
Ambos sexos;Total;48 Bizkaia;1 de enero de 2020;1.142.713,25336
Ambos sexos;Total;48 Bizkaia;1 de enero de 2019;1.137.190,461442
Ambos sexos;Total;48 Bizkaia;1 de enero de 2018;1.134.847,846514
Ambos sexos;Total;48 Bizkaia;1 de enero de 2017;1.134.491,244401
Ambos sexos;Total;48 Bizkaia;1 de enero de 2016;1.134.370,44246
Ambos sexos;Total;48 Bizkaia;1 de enero de 2015;1.137.120,181373
Ambos sexos;Total;48 Bizkaia;1 de enero de 2014;1.140.285,176013
Ambos sexos;Total;48 Bizkaia;1 de enero de 2013;1.148.871,33276
Ambos sexos;Total;48 Bizkaia;1 de enero de 2012;1.155.708,733723
Ambos sexos;Total;48 Bizkaia;1 de enero de 2011;1.156.030,373411
Ambos sexos;Total;48 Bizkaia;1 de enero de 2010;1.155.817,727719
Ambos sexos;Total;48 Bizkaia;1 de enero de 2009;1.154.627,562351
Ambos sexos;Total;48 Bizkaia;1 de enero de 2008;1.149.083,985105
Ambos sexos;Total;48 Bizkaia;1 de enero de 2007;1.142.686,436545
Ambos sexos;Total;48 Bizkaia;1 de enero de 2006;1.136.766,20572
Ambos sexos;Total;48 Bizkaia;1 de enero de 2005;1.132.162,78165
Ambos sexos;Total;48 Bizkaia;1 de enero de 2004;1.128.048,699144
Ambos sexos;Total;48 Bizkaia;1 de enero de 2003;1.125.115,357911
Ambos sexos;Total;48 Bizkaia;1 de enero de 2002;1.122.666,717402
Ambos sexos;Total;48 Bizkaia;1 de enero de 2001;1.124.445,388231
Ambos sexos;Total;48 Bizkaia;1 de enero de 2000;1.127.444,054112
Ambos sexos;Total;48 Bizkaia;1 de enero de 1999;1.130.620,901808
Ambos sexos;Total;48 Bizkaia;1 de enero de 1998;1.134.219,749504
Ambos sexos;Total;48 Bizkaia;1 de enero de 1997;1.137.441,553726
Ambos sexos;Total;48 Bizkaia;1 de enero de 1996;1.141.092,461392
Ambos sexos;Total;48 Bizkaia;1 de enero de 1995;1.144.856,883344
Ambos sexos;Total;48 Bizkaia;1 de enero de 1994;1.147.961,378467
Ambos sexos;Total;48 Bizkaia;1 de enero de 1993;1.150.915,831038
Ambos sexos;Total;48 Bizkaia;1 de enero de 1992;1.153.328,90625
Ambos sexos;Total;48 Bizkaia;1 de enero de 1991;1.156.661,552982
Ambos sexos;Total;48 Bizkaia;1 de enero de 1990;1.163.965,377184
Ambos sexos;Total;48 Bizkaia;1 de enero de 1989;1.170.136,040501
Ambos sexos;Total;48 Bizkaia;1 de enero de 1988;1.175.384,523033
Ambos sexos;Total;48 Bizkaia;1 de enero de 1987;1.180.057,546067
Ambos sexos;Total;48 Bizkaia;1 de enero de 1986;1.183.943,843297
Ambos sexos;Total;48 Bizkaia;1 de enero de 1985;1.187.228,385137
Ambos sexos;Total;48 Bizkaia;1 de enero de 1984;1.189.416,8383
Ambos sexos;Total;48 Bizkaia;1 de enero de 1983;1.190.585,058904
Ambos sexos;Total;48 Bizkaia;1 de enero de 1982;1.190.522,708081
Ambos sexos;Total;48 Bizkaia;1 de enero de 1981;1.188.045,33193
Ambos sexos;Total;48 Bizkaia;1 de enero de 1980;1.179.665,710075
Ambos sexos;Total;48 Bizkaia;1 de enero de 1979;1.169.117,027294
Ambos sexos;Total;48 Bizkaia;1 de enero de 1978;1.156.388,362464
Ambos sexos;Total;48 Bizkaia;1 de enero de 1977;1.141.642,316905
Ambos sexos;Total;48 Bizkaia;1 de enero de 1976;1.125.244,370175
Ambos sexos;Total;48 Bizkaia;1 de enero de 1975;1.109.456,406783
Ambos sexos;Total;48 Bizkaia;1 de enero de 1974;1.092.996,591418
Ambos sexos;Total;48 Bizkaia;1 de enero de 1973;1.076.264,40629
Ambos sexos;Total;48 Bizkaia;1 de enero de 1972;1.058.539,744003
Ambos sexos;Total;48 Bizkaia;1 de enero de 1971;1.041.457,2
Ambos sexos;Total;09 Burgos;1 de enero de 2022;352.990,808381
Ambos sexos;Total;09 Burgos;1 de enero de 2021;354.296,563915
Ambos sexos;Total;09 Burgos;1 de enero de 2020;355.693,221585
Ambos sexos;Total;09 Burgos;1 de enero de 2019;355.428,851967
Ambos sexos;Total;09 Burgos;1 de enero de 2018;356.080,090111
Ambos sexos;Total;09 Burgos;1 de enero de 2017;357.615,95933
Ambos sexos;Total;09 Burgos;1 de enero de 2016;359.871,974783
Ambos sexos;Total;09 Burgos;1 de enero de 2015;362.912,608286
Ambos sexos;Total;09 Burgos;1 de enero de 2014;365.295,533174
Ambos sexos;Total;09 Burgos;1 de enero de 2013;368.700,827524
Ambos sexos;Total;09 Burgos;1 de enero de 2012;372.190,478084
Ambos sexos;Total;09 Burgos;1 de enero de 2011;373.251,769967
Ambos sexos;Total;09 Burgos;1 de enero de 2010;374.004,982475
Ambos sexos;Total;09 Burgos;1 de enero de 2009;374.808,226065
Ambos sexos;Total;09 Burgos;1 de enero de 2008;372.560,948523
Ambos sexos;Total;09 Burgos;1 de enero de 2007;365.302,988591
Ambos sexos;Total;09 Burgos;1 de enero de 2006;360.693,602332
Ambos sexos;Total;09 Burgos;1 de enero de 2005;357.690,22382
Ambos sexos;Total;09 Burgos;1 de enero de 2004;354.228,250193
Ambos sexos;Total;09 Burgos;1 de enero de 2003;352.086,059316
Ambos sexos;Total;09 Burgos;1 de enero de 2002;349.275,227968
Ambos sexos;Total;09 Burgos;1 de enero de 2001;349.103,608848
Ambos sexos;Total;09 Burgos;1 de enero de 2000;349.386,339465
Ambos sexos;Total;09 Burgos;1 de enero de 1999;349.932,797359
Ambos sexos;Total;09 Burgos;1 de enero de 1998;350.548,784659
Ambos sexos;Total;09 Burgos;1 de enero de 1997;350.988,250223
Ambos sexos;Total;09 Burgos;1 de enero de 1996;351.478,646819
Ambos sexos;Total;09 Burgos;1 de enero de 1995;352.064,614847
Ambos sexos;Total;09 Burgos;1 de enero de 1994;352.377,119458
Ambos sexos;Total;09 Burgos;1 de enero de 1993;352.605,155985
Ambos sexos;Total;09 Burgos;1 de enero de 1992;352.679,890625
Ambos sexos;Total;09 Burgos;1 de enero de 1991;353.242,66184
Ambos sexos;Total;09 Burgos;1 de enero de 1990;355.310,632882
Ambos sexos;Total;09 Burgos;1 de enero de 1989;357.019,413627
Ambos sexos;Total;09 Burgos;1 de enero de 1988;358.557,384672
Ambos sexos;Total;09 Burgos;1 de enero de 1987;359.958,250453
Ambos sexos;Total;09 Burgos;1 de enero de 1986;361.208,690334
Ambos sexos;Total;09 Burgos;1 de enero de 1985;362.312,098796
Ambos sexos;Total;09 Burgos;1 de enero de 1984;363.253,643913
Ambos sexos;Total;09 Burgos;1 de enero de 1983;363.691,491358
Ambos sexos;Total;09 Burgos;1 de enero de 1982;363.693,910231
Ambos sexos;Total;09 Burgos;1 de enero de 1981;363.595,414495
Ambos sexos;Total;09 Burgos;1 de enero de 1980;363.787,865384
Ambos sexos;Total;09 Burgos;1 de enero de 1979;363.947,064946
Ambos sexos;Total;09 Burgos;1 de enero de 1978;363.801,953431
Ambos sexos;Total;09 Burgos;1 de enero de 1977;363.460,240838
Ambos sexos;Total;09 Burgos;1 de enero de 1976;362.787,399499
Ambos sexos;Total;09 Burgos;1 de enero de 1975;362.198,470007
Ambos sexos;Total;09 Burgos;1 de enero de 1974;361.771,481061
Ambos sexos;Total;09 Burgos;1 de enero de 1973;361.496,471389
Ambos sexos;Total;09 Burgos;1 de enero de 1972;361.133,753245
Ambos sexos;Total;09 Burgos;1 de enero de 1971;361.180,38
Ambos sexos;Total;10 Cáceres;1 de enero de 2022;386.362,353138
Ambos sexos;Total;10 Cáceres;1 de enero de 2021;388.404,579853
Ambos sexos;Total;10 Cáceres;1 de enero de 2020;391.076,163072
Ambos sexos;Total;10 Cáceres;1 de enero de 2019;392.930,797144
Ambos sexos;Total;10 Cáceres;1 de enero de 2018;395.527,730619
Ambos sexos;Total;10 Cáceres;1 de enero de 2017;399.032,94935
Ambos sexos;Total;10 Cáceres;1 de enero de 2016;402.397,08311
Ambos sexos;Total;10 Cáceres;1 de enero de 2015;405.531,198241
Ambos sexos;Total;10 Cáceres;1 de enero de 2014;407.774,30065
Ambos sexos;Total;10 Cáceres;1 de enero de 2013;410.073,934587
Ambos sexos;Total;10 Cáceres;1 de enero de 2012;412.501,18724
Ambos sexos;Total;10 Cáceres;1 de enero de 2011;412.397,460455
Ambos sexos;Total;10 Cáceres;1 de enero de 2010;411.859,844157
Ambos sexos;Total;10 Cáceres;1 de enero de 2009;410.299,787168
Ambos sexos;Total;10 Cáceres;1 de enero de 2008;408.974,980193
Ambos sexos;Total;10 Cáceres;1 de enero de 2007;407.706,038202
Ambos sexos;Total;10 Cáceres;1 de enero de 2006;406.420,037045
Ambos sexos;Total;10 Cáceres;1 de enero de 2005;405.686,976228
Ambos sexos;Total;10 Cáceres;1 de enero de 2004;404.734,358074
Ambos sexos;Total;10 Cáceres;1 de enero de 2003;404.127,393221
Ambos sexos;Total;10 Cáceres;1 de enero de 2002;402.775,102633
Ambos sexos;Total;10 Cáceres;1 de enero de 2001;404.448,184431
Ambos sexos;Total;10 Cáceres;1 de enero de 2000;405.346,205746
Ambos sexos;Total;10 Cáceres;1 de enero de 1999;406.606,772518
Ambos sexos;Total;10 Cáceres;1 de enero de 1998;407.709,633408
Ambos sexos;Total;10 Cáceres;1 de enero de 1997;408.708,581254
Ambos sexos;Total;10 Cáceres;1 de enero de 1996;409.609,839445
Ambos sexos;Total;10 Cáceres;1 de enero de 1995;410.377,069063
Ambos sexos;Total;10 Cáceres;1 de enero de 1994;410.866,22551
Ambos sexos;Total;10 Cáceres;1 de enero de 1993;411.300,552171
Ambos sexos;Total;10 Cáceres;1 de enero de 1992;411.428,765625
Ambos sexos;Total;10 Cáceres;1 de enero de 1991;411.968,054819
Ambos sexos;Total;10 Cáceres;1 de enero de 1990;413.903,607114
Ambos sexos;Total;10 Cáceres;1 de enero de 1989;415.637,941226
Ambos sexos;Total;10 Cáceres;1 de enero de 1988;417.006,851137
Ambos sexos;Total;10 Cáceres;1 de enero de 1987;418.051,791549
Ambos sexos;Total;10 Cáceres;1 de enero de 1986;419.026,277961
Ambos sexos;Total;10 Cáceres;1 de enero de 1985;420.076,025474
Ambos sexos;Total;10 Cáceres;1 de enero de 1984;420.864,259476
Ambos sexos;Total;10 Cáceres;1 de enero de 1983;421.510,121384
Ambos sexos;Total;10 Cáceres;1 de enero de 1982;421.511,011651
Ambos sexos;Total;10 Cáceres;1 de enero de 1981;422.297,920215
Ambos sexos;Total;10 Cáceres;1 de enero de 1980;426.620,847962
Ambos sexos;Total;10 Cáceres;1 de enero de 1979;431.129,858716
Ambos sexos;Total;10 Cáceres;1 de enero de 1978;435.798,113089
Ambos sexos;Total;10 Cáceres;1 de enero de 1977;440.699,356483
Ambos sexos;Total;10 Cáceres;1 de enero de 1976;445.522,082244
Ambos sexos;Total;10 Cáceres;1 de enero de 1975;450.558,91382
Ambos sexos;Total;10 Cáceres;1 de enero de 1974;455.442,92798
Ambos sexos;Total;10 Cáceres;1 de enero de 1973;459.701,41432
Ambos sexos;Total;10 Cáceres;1 de enero de 1972;463.703,361597
Ambos sexos;Total;10 Cáceres;1 de enero de 1971;467.679,64
Ambos sexos;Total;11 Cádiz;1 de enero de 2022;1.259.432,290062
Ambos sexos;Total;11 Cádiz;1 de enero de 2021;1.258.153,303823
Ambos sexos;Total;11 Cádiz;1 de enero de 2020;1.254.728,354794
Ambos sexos;Total;11 Cádiz;1 de enero de 2019;1.249.739,39708
Ambos sexos;Total;11 Cádiz;1 de enero de 2018;1.249.244,623866
Ambos sexos;Total;11 Cádiz;1 de enero de 2017;1.248.957,835902
Ambos sexos;Total;11 Cádiz;1 de enero de 2016;1.248.241,263586
Ambos sexos;Total;11 Cádiz;1 de enero de 2015;1.248.584,063654
Ambos sexos;Total;11 Cádiz;1 de enero de 2014;1.247.552,399249
Ambos sexos;Total;11 Cádiz;1 de enero de 2013;1.247.578,224691
Ambos sexos;Total;11 Cádiz;1 de enero de 2012;1.245.362,542582
Ambos sexos;Total;11 Cádiz;1 de enero de 2011;1.238.923,370767
Ambos sexos;Total;11 Cádiz;1 de enero de 2010;1.229.844,194437
Ambos sexos;Total;11 Cádiz;1 de enero de 2009;1.221.023,915624
Ambos sexos;Total;11 Cádiz;1 de enero de 2008;1.209.066,788026
Ambos sexos;Total;11 Cádiz;1 de enero de 2007;1.193.632,389188
Ambos sexos;Total;11 Cádiz;1 de enero de 2006;1.176.670,929786
Ambos sexos;Total;11 Cádiz;1 de enero de 2005;1.160.689,26672
Ambos sexos;Total;11 Cádiz;1 de enero de 2004;1.144.129,474054
Ambos sexos;Total;11 Cádiz;1 de enero de 2003;1.130.548,87326
Ambos sexos;Total;11 Cádiz;1 de enero de 2002;1.118.783,197315
Ambos sexos;Total;11 Cádiz;1 de enero de 2001;1.113.137,256784
Ambos sexos;Total;11 Cádiz;1 de enero de 2000;1.110.116,364924
Ambos sexos;Total;11 Cádiz;1 de enero de 1999;1.107.744,927612
Ambos sexos;Total;11 Cádiz;1 de enero de 1998;1.105.356,725594
Ambos sexos;Total;11 Cádiz;1 de enero de 1997;1.102.546,306182
Ambos sexos;Total;11 Cádiz;1 de enero de 1996;1.100.125,886773
Ambos sexos;Total;11 Cádiz;1 de enero de 1995;1.097.120,83879
Ambos sexos;Total;11 Cádiz;1 de enero de 1994;1.093.137,522515
Ambos sexos;Total;11 Cádiz;1 de enero de 1993;1.088.510,908368
Ambos sexos;Total;11 Cádiz;1 de enero de 1992;1.083.179,21875
Ambos sexos;Total;11 Cádiz;1 de enero de 1991;1.077.946,133771
Ambos sexos;Total;11 Cádiz;1 de enero de 1990;1.072.551,972428
Ambos sexos;Total;11 Cádiz;1 de enero de 1989;1.065.778,629228
Ambos sexos;Total;11 Cádiz;1 de enero de 1988;1.058.575,355875
Ambos sexos;Total;11 Cádiz;1 de enero de 1987;1.050.662,49147
Ambos sexos;Total;11 Cádiz;1 de enero de 1986;1.042.060,587063
Ambos sexos;Total;11 Cádiz;1 de enero de 1985;1.032.866,001051
Ambos sexos;Total;11 Cádiz;1 de enero de 1984;1.022.496,025952
Ambos sexos;Total;11 Cádiz;1 de enero de 1983;1.011.299,572044
Ambos sexos;Total;11 Cádiz;1 de enero de 1982;999.384,893645
Ambos sexos;Total;11 Cádiz;1 de enero de 1981;986.913,159663
Ambos sexos;Total;11 Cádiz;1 de enero de 1980;978.033,214958
Ambos sexos;Total;11 Cádiz;1 de enero de 1979;968.454,115169
Ambos sexos;Total;11 Cádiz;1 de enero de 1978;958.350,437593
Ambos sexos;Total;11 Cádiz;1 de enero de 1977;947.424,729682
Ambos sexos;Total;11 Cádiz;1 de enero de 1976;936.012,278151
Ambos sexos;Total;11 Cádiz;1 de enero de 1975;924.940,314653
Ambos sexos;Total;11 Cádiz;1 de enero de 1974;913.556,750729
Ambos sexos;Total;11 Cádiz;1 de enero de 1973;902.424,417498
Ambos sexos;Total;11 Cádiz;1 de enero de 1972;890.355,462186
Ambos sexos;Total;11 Cádiz;1 de enero de 1971;878.474,3
Ambos sexos;Total;39 Cantabria;1 de enero de 2022;584.367,923762
Ambos sexos;Total;39 Cantabria;1 de enero de 2021;583.654,522196
Ambos sexos;Total;39 Cantabria;1 de enero de 2020;582.387,694396
Ambos sexos;Total;39 Cantabria;1 de enero de 2019;581.641,349742
Ambos sexos;Total;39 Cantabria;1 de enero de 2018;581.293,769147
Ambos sexos;Total;39 Cantabria;1 de enero de 2017;581.476,367053
Ambos sexos;Total;39 Cantabria;1 de enero de 2016;582.503,97969
Ambos sexos;Total;39 Cantabria;1 de enero de 2015;585.358,622913
Ambos sexos;Total;39 Cantabria;1 de enero de 2014;587.681,891852
Ambos sexos;Total;39 Cantabria;1 de enero de 2013;590.037,139546
Ambos sexos;Total;39 Cantabria;1 de enero de 2012;592.386,943073
Ambos sexos;Total;39 Cantabria;1 de enero de 2011;590.874,099283
Ambos sexos;Total;39 Cantabria;1 de enero de 2010;588.518,178067
Ambos sexos;Total;39 Cantabria;1 de enero de 2009;584.654,948881
Ambos sexos;Total;39 Cantabria;1 de enero de 2008;577.266,148733
Ambos sexos;Total;39 Cantabria;1 de enero de 2007;568.190,107709
Ambos sexos;Total;39 Cantabria;1 de enero de 2006;561.041,83685
Ambos sexos;Total;39 Cantabria;1 de enero de 2005;554.690,415763
Ambos sexos;Total;39 Cantabria;1 de enero de 2004;548.009,17496
Ambos sexos;Total;39 Cantabria;1 de enero de 2003;541.645,464383
Ambos sexos;Total;39 Cantabria;1 de enero de 2002;536.288,585295
Ambos sexos;Total;39 Cantabria;1 de enero de 2001;534.231,104183
Ambos sexos;Total;39 Cantabria;1 de enero de 2000;533.416,629206
Ambos sexos;Total;39 Cantabria;1 de enero de 1999;532.995,972411
Ambos sexos;Total;39 Cantabria;1 de enero de 1998;532.563,962671
Ambos sexos;Total;39 Cantabria;1 de enero de 1997;531.994,213804
Ambos sexos;Total;39 Cantabria;1 de enero de 1996;531.600,671831
Ambos sexos;Total;39 Cantabria;1 de enero de 1995;531.184,872718
Ambos sexos;Total;39 Cantabria;1 de enero de 1994;530.550,049213
