Sexo;Edad;Provincias;Periodo;Total
Ambos sexos;Total;27 Lugo;1 de enero de 1997;370.965,811264
Ambos sexos;Total;27 Lugo;1 de enero de 1996;373.816,186008
Ambos sexos;Total;27 Lugo;1 de enero de 1995;376.500,760751
Ambos sexos;Total;27 Lugo;1 de enero de 1994;378.743,872083
Ambos sexos;Total;27 Lugo;1 de enero de 1993;380.683,898305
Ambos sexos;Total;27 Lugo;1 de enero de 1992;382.791
Ambos sexos;Total;27 Lugo;1 de enero de 1991;385.194,418952
Ambos sexos;Total;27 Lugo;1 de enero de 1990;388.367,354567
Ambos sexos;Total;27 Lugo;1 de enero de 1989;391.205,083053
Ambos sexos;Total;27 Lugo;1 de enero de 1988;393.737,418634
Ambos sexos;Total;27 Lugo;1 de enero de 1987;395.869,247562
Ambos sexos;Total;27 Lugo;1 de enero de 1986;398.113,036488
Ambos sexos;Total;27 Lugo;1 de enero de 1985;400.242,726936
Ambos sexos;Total;27 Lugo;1 de enero de 1984;401.747,364521
Ambos sexos;Total;27 Lugo;1 de enero de 1983;403.377,798716
Ambos sexos;Total;27 Lugo;1 de enero de 1982;404.804,84329
Ambos sexos;Total;27 Lugo;1 de enero de 1981;405.859,927007
Ambos sexos;Total;27 Lugo;1 de enero de 1980;407.249,545134
Ambos sexos;Total;27 Lugo;1 de enero de 1979;408.816,805134
Ambos sexos;Total;27 Lugo;1 de enero de 1978;410.535,662708
Ambos sexos;Total;27 Lugo;1 de enero de 1977;412.385,914167
Ambos sexos;Total;27 Lugo;1 de enero de 1976;414.226,156213
Ambos sexos;Total;27 Lugo;1 de enero de 1975;416.106,390484
Ambos sexos;Total;27 Lugo;1 de enero de 1974;417.884,703287
Ambos sexos;Total;27 Lugo;1 de enero de 1973;419.699,77281
Ambos sexos;Total;27 Lugo;1 de enero de 1972;421.197,908646
Ambos sexos;Total;27 Lugo;1 de enero de 1971;423.055,82
Ambos sexos;Total;28 Madrid;1 de enero de 2022;6.769.372,92773
Ambos sexos;Total;28 Madrid;1 de enero de 2021;6.755.827,85851
Ambos sexos;Total;28 Madrid;1 de enero de 2020;6.747.068,164513
Ambos sexos;Total;28 Madrid;1 de enero de 2019;6.641.648,394891
Ambos sexos;Total;28 Madrid;1 de enero de 2018;6.549.519,399462
Ambos sexos;Total;28 Madrid;1 de enero de 2017;6.476.705,372825
Ambos sexos;Total;28 Madrid;1 de enero de 2016;6.424.275,491714
Ambos sexos;Total;28 Madrid;1 de enero de 2015;6.385.297,652664
Ambos sexos;Total;28 Madrid;1 de enero de 2014;6.378.297,307654
Ambos sexos;Total;28 Madrid;1 de enero de 2013;6.414.708,714806
Ambos sexos;Total;28 Madrid;1 de enero de 2012;6.425.573,351874
Ambos sexos;Total;28 Madrid;1 de enero de 2011;6.394.239,240063
Ambos sexos;Total;28 Madrid;1 de enero de 2010;6.373.532,170892
Ambos sexos;Total;28 Madrid;1 de enero de 2009;6.327.594,000414
Ambos sexos;Total;28 Madrid;1 de enero de 2008;6.226.194,699441
Ambos sexos;Total;28 Madrid;1 de enero de 2007;6.074.983,702747
Ambos sexos;Total;28 Madrid;1 de enero de 2006;5.953.603,99776
Ambos sexos;Total;28 Madrid;1 de enero de 2005;5.866.186,450933
Ambos sexos;Total;28 Madrid;1 de enero de 2004;5.766.566,270144
Ambos sexos;Total;28 Madrid;1 de enero de 2003;5.638.827,306648
Ambos sexos;Total;28 Madrid;1 de enero de 2002;5.478.405,043214
Ambos sexos;Total;28 Madrid;1 de enero de 2001;5.379.087,155687
Ambos sexos;Total;28 Madrid;1 de enero de 2000;5.329.605,742512
Ambos sexos;Total;28 Madrid;1 de enero de 1999;5.284.617,602064
Ambos sexos;Total;28 Madrid;1 de enero de 1998;5.242.443,755734
Ambos sexos;Total;28 Madrid;1 de enero de 1997;5.198.752,909402
Ambos sexos;Total;28 Madrid;1 de enero de 1996;5.157.602,821693
Ambos sexos;Total;28 Madrid;1 de enero de 1995;5.116.658,219697
Ambos sexos;Total;28 Madrid;1 de enero de 1994;5.074.383,568921
Ambos sexos;Total;28 Madrid;1 de enero de 1993;5.030.383,173464
Ambos sexos;Total;28 Madrid;1 de enero de 1992;4.984.662,796875
Ambos sexos;Total;28 Madrid;1 de enero de 1991;4.947.734,888572
Ambos sexos;Total;28 Madrid;1 de enero de 1990;4.937.156,219995
Ambos sexos;Total;28 Madrid;1 de enero de 1989;4.920.826,920973
Ambos sexos;Total;28 Madrid;1 de enero de 1988;4.902.168,010635
Ambos sexos;Total;28 Madrid;1 de enero de 1987;4.879.392,363458
Ambos sexos;Total;28 Madrid;1 de enero de 1986;4.853.420,422976
Ambos sexos;Total;28 Madrid;1 de enero de 1985;4.826.261,816385
Ambos sexos;Total;28 Madrid;1 de enero de 1984;4.794.710,025702
Ambos sexos;Total;28 Madrid;1 de enero de 1983;4.762.083,305001
Ambos sexos;Total;28 Madrid;1 de enero de 1982;4.722.808,141203
Ambos sexos;Total;28 Madrid;1 de enero de 1981;4.675.011,551452
Ambos sexos;Total;28 Madrid;1 de enero de 1980;4.602.359,322358
Ambos sexos;Total;28 Madrid;1 de enero de 1979;4.521.712,002533
Ambos sexos;Total;28 Madrid;1 de enero de 1978;4.434.785,042329
Ambos sexos;Total;28 Madrid;1 de enero de 1977;4.342.418,512107
Ambos sexos;Total;28 Madrid;1 de enero de 1976;4.244.740,171227
Ambos sexos;Total;28 Madrid;1 de enero de 1975;4.147.492,123582
Ambos sexos;Total;28 Madrid;1 de enero de 1974;4.047.656,156228
Ambos sexos;Total;28 Madrid;1 de enero de 1973;3.951.652,945584
Ambos sexos;Total;28 Madrid;1 de enero de 1972;3.855.573,349847
Ambos sexos;Total;28 Madrid;1 de enero de 1971;3.761.320,05
Ambos sexos;Total;29 Málaga;1 de enero de 2022;1.711.829,261952
Ambos sexos;Total;29 Málaga;1 de enero de 2021;1.696.463,02444
Ambos sexos;Total;29 Málaga;1 de enero de 2020;1.683.504,922627
Ambos sexos;Total;29 Málaga;1 de enero de 2019;1.660.984,372293
Ambos sexos;Total;29 Málaga;1 de enero de 2018;1.651.505,982808
Ambos sexos;Total;29 Málaga;1 de enero de 2017;1.646.713,93781
Ambos sexos;Total;29 Málaga;1 de enero de 2016;1.640.572,115288
Ambos sexos;Total;29 Málaga;1 de enero de 2015;1.631.357,280106
Ambos sexos;Total;29 Málaga;1 de enero de 2014;1.619.713,61116
Ambos sexos;Total;29 Málaga;1 de enero de 2013;1.611.983,050356
Ambos sexos;Total;29 Málaga;1 de enero de 2012;1.598.137,34406
Ambos sexos;Total;29 Málaga;1 de enero de 2011;1.581.343,325939
Ambos sexos;Total;29 Málaga;1 de enero de 2010;1.566.666,854622
Ambos sexos;Total;29 Málaga;1 de enero de 2009;1.552.894,025676
Ambos sexos;Total;29 Málaga;1 de enero de 2008;1.529.003,156454
Ambos sexos;Total;29 Málaga;1 de enero de 2007;1.491.783,868105
Ambos sexos;Total;29 Málaga;1 de enero de 2006;1.456.083,24035
Ambos sexos;Total;29 Málaga;1 de enero de 2005;1.415.712,893856
Ambos sexos;Total;29 Málaga;1 de enero de 2004;1.373.759,741149
Ambos sexos;Total;29 Málaga;1 de enero de 2003;1.338.402,152793
Ambos sexos;Total;29 Málaga;1 de enero de 2002;1.302.637,951317
Ambos sexos;Total;29 Málaga;1 de enero de 2001;1.276.063,087717
Ambos sexos;Total;29 Málaga;1 de enero de 2000;1.263.685,792975
Ambos sexos;Total;29 Málaga;1 de enero de 1999;1.251.972,498238
Ambos sexos;Total;29 Málaga;1 de enero de 1998;1.241.001,556438
Ambos sexos;Total;29 Málaga;1 de enero de 1997;1.229.494,832029
Ambos sexos;Total;29 Málaga;1 de enero de 1996;1.218.500,935207
Ambos sexos;Total;29 Málaga;1 de enero de 1995;1.207.178,5241
Ambos sexos;Total;29 Málaga;1 de enero de 1994;1.195.896,64958
Ambos sexos;Total;29 Málaga;1 de enero de 1993;1.183.973,923994
Ambos sexos;Total;29 Málaga;1 de enero de 1992;1.171.332,953125
Ambos sexos;Total;29 Málaga;1 de enero de 1991;1.158.880,537638
Ambos sexos;Total;29 Málaga;1 de enero de 1990;1.145.807,051673
Ambos sexos;Total;29 Málaga;1 de enero de 1989;1.133.888,420366
Ambos sexos;Total;29 Málaga;1 de enero de 1988;1.121.409,256943
Ambos sexos;Total;29 Málaga;1 de enero de 1987;1.108.660,668608
Ambos sexos;Total;29 Málaga;1 de enero de 1986;1.095.660,711876
Ambos sexos;Total;29 Málaga;1 de enero de 1985;1.082.307,593655
Ambos sexos;Total;29 Málaga;1 de enero de 1984;1.068.106,283226
Ambos sexos;Total;29 Málaga;1 de enero de 1983;1.053.657,302173
Ambos sexos;Total;29 Málaga;1 de enero de 1982;1.038.488,941966
Ambos sexos;Total;29 Málaga;1 de enero de 1981;1.022.386,255633
Ambos sexos;Total;29 Málaga;1 de enero de 1980;1.005.166,330756
Ambos sexos;Total;29 Málaga;1 de enero de 1979;988.689,734109
Ambos sexos;Total;29 Málaga;1 de enero de 1978;972.006,072091
Ambos sexos;Total;29 Málaga;1 de enero de 1977;955.105,012716
Ambos sexos;Total;29 Málaga;1 de enero de 1976;938.321,246842
Ambos sexos;Total;29 Málaga;1 de enero de 1975;921.568,052989
Ambos sexos;Total;29 Málaga;1 de enero de 1974;904.305,661677
Ambos sexos;Total;29 Málaga;1 de enero de 1973;886.989,387068
Ambos sexos;Total;29 Málaga;1 de enero de 1972;870.059,260579
Ambos sexos;Total;29 Málaga;1 de enero de 1971;853.566,59
Ambos sexos;Total;30 Murcia;1 de enero de 2022;1.522.516,131694
Ambos sexos;Total;30 Murcia;1 de enero de 2021;1.513.076,130197
Ambos sexos;Total;30 Murcia;1 de enero de 2020;1.504.869,356145
Ambos sexos;Total;30 Murcia;1 de enero de 2019;1.487.663,122956
Ambos sexos;Total;30 Murcia;1 de enero de 2018;1.475.568,843417
Ambos sexos;Total;30 Murcia;1 de enero de 2017;1.472.976,802924
Ambos sexos;Total;30 Murcia;1 de enero de 2016;1.466.473,703014
Ambos sexos;Total;30 Murcia;1 de enero de 2015;1.463.773,13167
Ambos sexos;Total;30 Murcia;1 de enero de 2014;1.461.803,069803
Ambos sexos;Total;30 Murcia;1 de enero de 2013;1.461.986,683909
Ambos sexos;Total;30 Murcia;1 de enero de 2012;1.461.928,142327
Ambos sexos;Total;30 Murcia;1 de enero de 2011;1.459.076,209493
Ambos sexos;Total;30 Murcia;1 de enero de 2010;1.453.544,55373
Ambos sexos;Total;30 Murcia;1 de enero de 2009;1.441.783,011046
Ambos sexos;Total;30 Murcia;1 de enero de 2008;1.419.567,301489
Ambos sexos;Total;30 Murcia;1 de enero de 2007;1.385.715,476535
Ambos sexos;Total;30 Murcia;1 de enero de 2006;1.351.108,67918
Ambos sexos;Total;30 Murcia;1 de enero de 2005;1.313.496,220611
Ambos sexos;Total;30 Murcia;1 de enero de 2004;1.276.812,262183
Ambos sexos;Total;30 Murcia;1 de enero de 2003;1.242.632,375326
Ambos sexos;Total;30 Murcia;1 de enero de 2002;1.206.618,531844
Ambos sexos;Total;30 Murcia;1 de enero de 2001;1.184.117,997
Ambos sexos;Total;30 Murcia;1 de enero de 2000;1.169.113,593403
Ambos sexos;Total;30 Murcia;1 de enero de 1999;1.155.675,280713
Ambos sexos;Total;30 Murcia;1 de enero de 1998;1.142.029,615082
Ambos sexos;Total;30 Murcia;1 de enero de 1997;1.128.146,384234
Ambos sexos;Total;30 Murcia;1 de enero de 1996;1.114.394,084419
Ambos sexos;Total;30 Murcia;1 de enero de 1995;1.100.678,984608
Ambos sexos;Total;30 Murcia;1 de enero de 1994;1.087.209,055525
Ambos sexos;Total;30 Murcia;1 de enero de 1993;1.072.936,786017
Ambos sexos;Total;30 Murcia;1 de enero de 1992;1.058.074,875
Ambos sexos;Total;30 Murcia;1 de enero de 1991;1.044.763,930421
Ambos sexos;Total;30 Murcia;1 de enero de 1990;1.037.838,20801
Ambos sexos;Total;30 Murcia;1 de enero de 1989;1.030.440,46503
Ambos sexos;Total;30 Murcia;1 de enero de 1988;1.022.338,820724
Ambos sexos;Total;30 Murcia;1 de enero de 1987;1.013.738,823337
Ambos sexos;Total;30 Murcia;1 de enero de 1986;1.005.303,109747
Ambos sexos;Total;30 Murcia;1 de enero de 1985;996.383,602091
Ambos sexos;Total;30 Murcia;1 de enero de 1984;986.806,58432
Ambos sexos;Total;30 Murcia;1 de enero de 1983;976.972,074778
Ambos sexos;Total;30 Murcia;1 de enero de 1982;965.505,014215
Ambos sexos;Total;30 Murcia;1 de enero de 1981;953.885,590378
Ambos sexos;Total;30 Murcia;1 de enero de 1980;943.673,394485
Ambos sexos;Total;30 Murcia;1 de enero de 1979;932.091,139664
Ambos sexos;Total;30 Murcia;1 de enero de 1978;920.490,020968
Ambos sexos;Total;30 Murcia;1 de enero de 1977;908.323,30176
Ambos sexos;Total;30 Murcia;1 de enero de 1976;895.469,904553
Ambos sexos;Total;30 Murcia;1 de enero de 1975;883.768,086106
Ambos sexos;Total;30 Murcia;1 de enero de 1974;870.489,906178
Ambos sexos;Total;30 Murcia;1 de enero de 1973;857.759,869587
Ambos sexos;Total;30 Murcia;1 de enero de 1972;844.540,684495
Ambos sexos;Total;30 Murcia;1 de enero de 1971;832.005,46
Ambos sexos;Total;31 Navarra;1 de enero de 2022;659.154,734351
Ambos sexos;Total;31 Navarra;1 de enero de 2021;657.654,125068
Ambos sexos;Total;31 Navarra;1 de enero de 2020;656.508,652011
Ambos sexos;Total;31 Navarra;1 de enero de 2019;649.946,066567
Ambos sexos;Total;31 Navarra;1 de enero de 2018;643.866,396074
Ambos sexos;Total;31 Navarra;1 de enero de 2017;640.336,559579
Ambos sexos;Total;31 Navarra;1 de enero de 2016;637.485,616917
Ambos sexos;Total;31 Navarra;1 de enero de 2015;636.402,022307
Ambos sexos;Total;31 Navarra;1 de enero de 2014;636.449,732442
Ambos sexos;Total;31 Navarra;1 de enero de 2013;638.948,762553
Ambos sexos;Total;31 Navarra;1 de enero de 2012;640.023,424568
Ambos sexos;Total;31 Navarra;1 de enero de 2011;637.098,740913
Ambos sexos;Total;31 Navarra;1 de enero de 2010;633.017,070248
Ambos sexos;Total;31 Navarra;1 de enero de 2009;627.275,523927
Ambos sexos;Total;31 Navarra;1 de enero de 2008;616.711,036428
Ambos sexos;Total;31 Navarra;1 de enero de 2007;602.830,648061
Ambos sexos;Total;31 Navarra;1 de enero de 2006;592.145,795994
Ambos sexos;Total;31 Navarra;1 de enero de 2005;584.367,351408
Ambos sexos;Total;31 Navarra;1 de enero de 2004;576.345,745873
Ambos sexos;Total;31 Navarra;1 de enero de 2003;567.888,429499
Ambos sexos;Total;31 Navarra;1 de enero de 2002;557.453,862122
Ambos sexos;Total;31 Navarra;1 de enero de 2001;552.059,999795
Ambos sexos;Total;31 Navarra;1 de enero de 2000;548.379,399546
Ambos sexos;Total;31 Navarra;1 de enero de 1999;544.948,162934
Ambos sexos;Total;31 Navarra;1 de enero de 1998;541.557,396911
Ambos sexos;Total;31 Navarra;1 de enero de 1997;538.100,022194
Ambos sexos;Total;31 Navarra;1 de enero de 1996;534.844,061267
Ambos sexos;Total;31 Navarra;1 de enero de 1995;531.731,643201
Ambos sexos;Total;31 Navarra;1 de enero de 1994;528.519,932448
Ambos sexos;Total;31 Navarra;1 de enero de 1993;525.348,838718
Ambos sexos;Total;31 Navarra;1 de enero de 1992;522.071,046875
Ambos sexos;Total;31 Navarra;1 de enero de 1991;519.499,614115
Ambos sexos;Total;31 Navarra;1 de enero de 1990;519.631,209683
Ambos sexos;Total;31 Navarra;1 de enero de 1989;519.251,275822
Ambos sexos;Total;31 Navarra;1 de enero de 1988;518.612,473608
Ambos sexos;Total;31 Navarra;1 de enero de 1987;518.070,611336
Ambos sexos;Total;31 Navarra;1 de enero de 1986;517.232,849361
Ambos sexos;Total;31 Navarra;1 de enero de 1985;516.322,117804
Ambos sexos;Total;31 Navarra;1 de enero de 1984;514.836,423975
Ambos sexos;Total;31 Navarra;1 de enero de 1983;513.274,946404
Ambos sexos;Total;31 Navarra;1 de enero de 1982;511.277,814571
Ambos sexos;Total;31 Navarra;1 de enero de 1981;508.756,430765
Ambos sexos;Total;31 Navarra;1 de enero de 1980;505.852,826304
Ambos sexos;Total;31 Navarra;1 de enero de 1979;502.471,674536
Ambos sexos;Total;31 Navarra;1 de enero de 1978;498.620,407647
Ambos sexos;Total;31 Navarra;1 de enero de 1977;494.252,336996
Ambos sexos;Total;31 Navarra;1 de enero de 1976;489.629,018503
Ambos sexos;Total;31 Navarra;1 de enero de 1975;485.040,385644
Ambos sexos;Total;31 Navarra;1 de enero de 1974;480.492,271185
Ambos sexos;Total;31 Navarra;1 de enero de 1973;476.088,257533
Ambos sexos;Total;31 Navarra;1 de enero de 1972;471.227,495042
Ambos sexos;Total;31 Navarra;1 de enero de 1971;466.592,91
Ambos sexos;Total;32 Ourense;1 de enero de 2022;304.041,347791
Ambos sexos;Total;32 Ourense;1 de enero de 2021;305.151,090277
Ambos sexos;Total;32 Ourense;1 de enero de 2020;306.872,198588
Ambos sexos;Total;32 Ourense;1 de enero de 2019;307.840,980487
Ambos sexos;Total;32 Ourense;1 de enero de 2018;309.313,636644
Ambos sexos;Total;32 Ourense;1 de enero de 2017;311.561,856717
Ambos sexos;Total;32 Ourense;1 de enero de 2016;314.662,665999
Ambos sexos;Total;32 Ourense;1 de enero de 2015;318.739,205277
Ambos sexos;Total;32 Ourense;1 de enero de 2014;321.801,008836
Ambos sexos;Total;32 Ourense;1 de enero de 2013;325.388,716293
Ambos sexos;Total;32 Ourense;1 de enero de 2012;328.187,536737
Ambos sexos;Total;32 Ourense;1 de enero de 2011;330.018,801148
Ambos sexos;Total;32 Ourense;1 de enero de 2010;331.649,391506
Ambos sexos;Total;32 Ourense;1 de enero de 2009;332.162,560191
Ambos sexos;Total;32 Ourense;1 de enero de 2008;332.808,449898
Ambos sexos;Total;32 Ourense;1 de enero de 2007;333.549,394632
Ambos sexos;Total;32 Ourense;1 de enero de 2006;334.127,290189
Ambos sexos;Total;32 Ourense;1 de enero de 2005;335.062,594357
Ambos sexos;Total;32 Ourense;1 de enero de 2004;336.018,300399
Ambos sexos;Total;32 Ourense;1 de enero de 2003;337.302,397602
Ambos sexos;Total;32 Ourense;1 de enero de 2002;338.165,651998
Ambos sexos;Total;32 Ourense;1 de enero de 2001;339.680,754387
Ambos sexos;Total;32 Ourense;1 de enero de 2000;341.374,85965
Ambos sexos;Total;32 Ourense;1 de enero de 1999;343.135,964916
Ambos sexos;Total;32 Ourense;1 de enero de 1998;344.868,305473
Ambos sexos;Total;32 Ourense;1 de enero de 1997;346.490,38516
Ambos sexos;Total;32 Ourense;1 de enero de 1996;348.106,568296
Ambos sexos;Total;32 Ourense;1 de enero de 1995;349.605,294291
Ambos sexos;Total;32 Ourense;1 de enero de 1994;350.804,093455
Ambos sexos;Total;32 Ourense;1 de enero de 1993;351.817,296875
Ambos sexos;Total;32 Ourense;1 de enero de 1992;352.831,953125
Ambos sexos;Total;32 Ourense;1 de enero de 1991;355.064,540939
Ambos sexos;Total;32 Ourense;1 de enero de 1990;363.644,786567
Ambos sexos;Total;32 Ourense;1 de enero de 1989;371.877,17505
Ambos sexos;Total;32 Ourense;1 de enero de 1988;379.948,264713
Ambos sexos;Total;32 Ourense;1 de enero de 1987;387.736,553308
Ambos sexos;Total;32 Ourense;1 de enero de 1986;395.660,7688
Ambos sexos;Total;32 Ourense;1 de enero de 1985;403.203,698098
Ambos sexos;Total;32 Ourense;1 de enero de 1984;410.438,671952
Ambos sexos;Total;32 Ourense;1 de enero de 1983;417.652,601093
Ambos sexos;Total;32 Ourense;1 de enero de 1982;424.606,793742
Ambos sexos;Total;32 Ourense;1 de enero de 1981;430.061,312224
Ambos sexos;Total;32 Ourense;1 de enero de 1980;430.680,662046
Ambos sexos;Total;32 Ourense;1 de enero de 1979;431.344,577205
Ambos sexos;Total;32 Ourense;1 de enero de 1978;432.162,488037
Ambos sexos;Total;32 Ourense;1 de enero de 1977;433.241,616371
Ambos sexos;Total;32 Ourense;1 de enero de 1976;434.301,513703
Ambos sexos;Total;32 Ourense;1 de enero de 1975;435.651,094798
Ambos sexos;Total;32 Ourense;1 de enero de 1974;436.726,711289
Ambos sexos;Total;32 Ourense;1 de enero de 1973;438.273,719727
Ambos sexos;Total;32 Ourense;1 de enero de 1972;439.552,946869
Ambos sexos;Total;32 Ourense;1 de enero de 1971;441.255,3
Ambos sexos;Total;34 Palencia;1 de enero de 2022;157.337,128717
Ambos sexos;Total;34 Palencia;1 de enero de 2021;158.548,771431
Ambos sexos;Total;34 Palencia;1 de enero de 2020;159.906,409461
Ambos sexos;Total;34 Palencia;1 de enero de 2019;160.701,29551
Ambos sexos;Total;34 Palencia;1 de enero de 2018;161.794,61142
Ambos sexos;Total;34 Palencia;1 de enero de 2017;163.006,684935
Ambos sexos;Total;34 Palencia;1 de enero de 2016;164.248,665368
Ambos sexos;Total;34 Palencia;1 de enero de 2015;165.806,34696
Ambos sexos;Total;34 Palencia;1 de enero de 2014;167.300,700416
Ambos sexos;Total;34 Palencia;1 de enero de 2013;168.749,337914
Ambos sexos;Total;34 Palencia;1 de enero de 2012;170.301,133079
Ambos sexos;Total;34 Palencia;1 de enero de 2011;171.304,840111
Ambos sexos;Total;34 Palencia;1 de enero de 2010;171.893,850069
Ambos sexos;Total;34 Palencia;1 de enero de 2009;172.665,237873
Ambos sexos;Total;34 Palencia;1 de enero de 2008;172.709,116086
Ambos sexos;Total;34 Palencia;1 de enero de 2007;172.566,353135
Ambos sexos;Total;34 Palencia;1 de enero de 2006;172.438,421678
Ambos sexos;Total;34 Palencia;1 de enero de 2005;172.377,20282
Ambos sexos;Total;34 Palencia;1 de enero de 2004;172.691,681079
Ambos sexos;Total;34 Palencia;1 de enero de 2003;173.246,047145
Ambos sexos;Total;34 Palencia;1 de enero de 2002;173.744,941488
Ambos sexos;Total;34 Palencia;1 de enero de 2001;175.091,655358
Ambos sexos;Total;34 Palencia;1 de enero de 2000;176.370,841785
Ambos sexos;Total;34 Palencia;1 de enero de 1999;177.624,028213
Ambos sexos;Total;34 Palencia;1 de enero de 1998;178.920,391113
Ambos sexos;Total;34 Palencia;1 de enero de 1997;179.970,319229
Ambos sexos;Total;34 Palencia;1 de enero de 1996;181.025,69562
Ambos sexos;Total;34 Palencia;1 de enero de 1995;182.018,186297
Ambos sexos;Total;34 Palencia;1 de enero de 1994;182.882,262342
Ambos sexos;Total;34 Palencia;1 de enero de 1993;183.939,104343
Ambos sexos;Total;34 Palencia;1 de enero de 1992;184.786,53125
Ambos sexos;Total;34 Palencia;1 de enero de 1991;185.627,220241
Ambos sexos;Total;34 Palencia;1 de enero de 1990;186.490,836737
Ambos sexos;Total;34 Palencia;1 de enero de 1989;187.171,142748
Ambos sexos;Total;34 Palencia;1 de enero de 1988;187.741,673034
Ambos sexos;Total;34 Palencia;1 de enero de 1987;188.198,184798
Ambos sexos;Total;34 Palencia;1 de enero de 1986;188.534,911165
Ambos sexos;Total;34 Palencia;1 de enero de 1985;188.808,870326
Ambos sexos;Total;34 Palencia;1 de enero de 1984;188.729,362547
Ambos sexos;Total;34 Palencia;1 de enero de 1983;188.766,634264
Ambos sexos;Total;34 Palencia;1 de enero de 1982;188.679,185916
Ambos sexos;Total;34 Palencia;1 de enero de 1981;188.710,633264
Ambos sexos;Total;34 Palencia;1 de enero de 1980;189.636,512522
Ambos sexos;Total;34 Palencia;1 de enero de 1979;190.787,539155
Ambos sexos;Total;34 Palencia;1 de enero de 1978;191.968,304369
Ambos sexos;Total;34 Palencia;1 de enero de 1977;193.347,669627
Ambos sexos;Total;34 Palencia;1 de enero de 1976;194.737,733133
Ambos sexos;Total;34 Palencia;1 de enero de 1975;196.166,820478
Ambos sexos;Total;34 Palencia;1 de enero de 1974;197.533,647172
Ambos sexos;Total;34 Palencia;1 de enero de 1973;198.995,971629
Ambos sexos;Total;34 Palencia;1 de enero de 1972;200.254,90335
Ambos sexos;Total;34 Palencia;1 de enero de 1971;201.530,29
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2022;1.153.559,264708
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2021;1.152.023,173083
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2020;1.151.177,656249
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2019;1.139.383,481015
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2018;1.126.896,283125
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2017;1.119.150,450154
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2016;1.110.884,19965
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2015;1.106.236,471621
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2014;1.100.713,802908
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2013;1.098.235,149324
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2012;1.089.050,711942
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2011;1.077.086,647983
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2010;1.066.491,297968
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2009;1.056.360,657945
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2008;1.040.109,626808
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2007;1.016.209,024867
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2006;991.821,881584
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2005;967.922,31309
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2004;943.645,917256
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2003;919.569,938524
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2002;892.640,362652
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2001;877.773,514968
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2000;866.214,53293
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1999;855.078,823624
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1998;844.201,055488
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1997;833.168,200398
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1996;822.345,310824
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1995;811.374,449823
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1994;800.411,930284
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1993;789.368,474577
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1992;777.804
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1991;767.695,486865
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1990;764.120,121739
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1989;759.547,18397
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1988;754.127,415577
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1987;748.573,086898
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1986;742.671,318815
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1985;736.870,800986
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1984;730.374,722454
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1983;723.426,383103
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1982;715.677,976019
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1981;706.192,386952
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1980;692.409,238676
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1979;678.299,682652
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1978;663.724,259378
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1977;648.785,816192
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1976;633.599,604014
Ambos sexos;Total;35 Palmas, Las;1 de enero de 1975;617.813,031466
